primary_metal,secondary_metal,primary_pct,secondary_pct,hydrothermal_temp_C,annealing_temp_C,annealing_time_min,catalyst_loading_mg_cm2,proton_conc_M,overpotential_mV
Ir,None,70.0,30.0,25,450,60.0,0.661956411,0.2,362
Ir,None,70.0,30.0,25,550,60.0,0.661956411,0.2,392
Ir,None,100.0,0.0,25,490,30.0,0.99,1.0,278
Ir,Ru,80.0,20.0,25,490,30.0,0.99,1.0,280
Ir,Ru,60.0,40.0,25,490,30.0,0.99,1.0,262
Ru,Ir,60.0,40.0,25,490,30.0,0.99,1.0,218
Ru,Ir,80.0,20.0,25,490,30.0,0.99,1.0,207
Ru,None,100.0,0.0,25,490,30.0,0.99,1.0,194
Ir,None,100.0,0.0,70,450,240.0,0.106,1.0,303
Ir,None,100.0,0.0,120,120,240.0,0.088666667,0.2,270
Ir,Ru,64.63570916,20.11113159,200,25,0.0,0.5,0.1,260
Ir,None,55.55555556,44.44444444,250,25,0.0,0.050955414,0.1,292
Ir,Ni,60.0,40.0,250,25,0.0,0.050955414,0.1,309
Ir,Ni,66.66666667,33.33333333,250,25,0.0,0.050955414,0.1,312
Ru,None,100.0,0.0,150,550,600.0,0.357,1.0,278
Ru,Y,50.0,45.0,80,1000,360.0,0.0125,2.0,411
Ru,Y,50.0,50.0,80,1000,360.0,0.0125,2.0,362
Ru,Y,50.0,45.0,80,1000,360.0,0.0125,2.0,360
Ir,None,100.0,0.0,25,450,60.0,0.102,1.0,312
Ir,None,100.0,0.0,25,500,60.0,0.102,1.0,367
Ir,None,100.0,0.0,25,600,60.0,0.102,1.0,428
Ir,None,100.0,0.0,25,700,60.0,0.102,1.0,459
Ru,None,100.0,0.0,80,500,120.0,0.7,1.0,200
Ru,None,100.0,0.0,80,800,240.0,0.7,1.0,310
Ru,None,100.0,0.0,160,25,0.0,0.7,1.0,276
Ir,None,90.0,10.0,180,25,0.0,0.463414634,1.0,288
Ir,None,70.0,30.0,180,25,0.0,0.422222222,1.0,304
Ir,None,90.0,10.0,25,400,15.0,0.081528662,0.1,284
Ir,None,90.0,10.0,25,450,15.0,0.081528662,0.1,260
Ir,None,70.0,30.0,25,450,15.0,0.081528662,0.1,275
Ir,None,70.0,30.0,25,500,15.0,0.081528662,0.1,275
Ir,None,70.0,30.0,25,550,15.0,0.081528662,0.1,287
Ir,None,50.0,50.0,25,500,15.0,0.081528662,0.1,291
Ir,None,50.0,50.0,25,550,15.0,0.081528662,0.1,276
Ir,None,50.0,50.0,25,600,15.0,0.081528662,0.1,286
Ir,None,100.0,0.0,25,200,180.0,0.14,1.0,411
Ir,None,100.0,0.0,25,300,180.0,0.14,1.0,305
Ir,None,100.0,0.0,25,400,180.0,0.14,1.0,285
Ir,None,100.0,0.0,25,500,180.0,0.14,1.0,297
Ir,None,100.0,0.0,25,600,180.0,0.14,1.0,582
Ir,None,100.0,0.0,25,450,60.0,0.0595,1.0,330
Ti,Ir,84.32131463,15.67868537,60,25,0.0,0.079617834,1.0,293
Ru,Co,53.21662487,46.78337513,190,200,30.0,0.203821656,1.0,199
Ru,None,77.30102973,22.69897027,190,200,30.0,0.203821656,1.0,229
Ru,Ni,85.71054608,14.28945392,190,200,30.0,0.203821656,1.0,216
Ru,Co,53.21662487,46.78337513,190,200,30.0,0.203821656,0.1,209
Ru,None,77.30102973,22.69897027,190,200,30.0,0.203821656,0.1,239
Ru,Ni,85.71054608,14.28945392,190,200,30.0,0.203821656,0.1,224
Ir,None,60.0,40.0,60,400,120.0,0.994718394,1.0,233
Ir,None,45.30378628,35.24275759,220,220,60.0,0.013955583,0.1,313
Ti,Ru,99.9062727,0.093727303,0,25,0.0,0.611464968,0.1,290
Ir,None,82.43833712,9.376154773,60,900,180.0,0.0275,1.0,206
Ir,None,79.19699875,9.007499954,60,900,180.0,0.0275,1.0,209
Ir,None,95.27019249,4.729807515,60,900,180.0,0.0275,1.0,260
Ir,None,90.9676001,9.0323999,60,900,180.0,0.0275,1.0,220
Ir,None,87.03684227,12.96315773,60,900,180.0,0.0275,1.0,227
Ir,None,65.5835803,17.48608432,180,25,0.0,0.021862608,1.0,275
Ru,None,100.0,0.0,25,350,80.0,0.52,1.0,255
Ru,None,87.90603473,12.09396527,25,350,80.0,0.52,1.0,213
Ru,None,78.42173708,21.57826292,25,350,80.0,0.52,1.0,189
Ru,None,64.5030906,35.4969094,25,350,80.0,0.52,1.0,179
Ru,None,64.5030906,35.4969094,25,350,80.0,0.52,0.1,205
Ru,None,64.5030906,35.4969094,25,350,80.0,0.52,6.0,200
Ir,None,100.0,0.0,25,400,120.0,0.004,1.0,314
Ir,None,100.0,0.0,25,400,120.0,0.008,1.0,306
Ir,None,100.0,0.0,25,400,120.0,0.012,1.0,285
Ir,None,100.0,0.0,25,400,120.0,0.016,1.0,273
Ir,None,100.0,0.0,25,400,30.0,0.13,1.0,306
Ir,None,100.0,0.0,25,400,30.0,0.25,1.0,281
Ir,None,100.0,0.0,25,400,30.0,0.35,1.0,277
Ir,None,100.0,0.0,25,400,30.0,0.6,1.0,271
Ir,None,100.0,0.0,25,400,30.0,0.25,0.1,304
Ir,None,100.0,0.0,25,400,30.0,0.25,1.0,299
Ir,None,100.0,0.0,25,400,30.0,0.25,1.0,300
Ir,None,100.0,0.0,320,25,0.0,0.105,0.5,290
Ru,None,100.0,0.0,25,350,120.0,0.5,1.0,209
Ru,None,95.23809524,4.761904762,25,350,120.0,0.5,1.0,228
Ru,None,90.90909091,9.090909091,25,350,120.0,0.5,1.0,178
Ru,None,83.33333333,16.66666667,25,350,120.0,0.5,1.0,198
Ir,None,100.0,0.0,25,25,0.0,0.0306,0.1,270
Ir,None,100.0,0.0,80,350,30.0,0.25,1.0,304
Ir,None,100.0,0.0,80,450,30.0,0.25,1.0,314
Ir,None,100.0,0.0,80,550,30.0,0.25,1.0,325
Ir,None,100.0,0.0,80,650,30.0,0.25,1.0,341
Ir,None,100.0,0.0,160,25,0.0,0.0115,1.0,240
Ru,None,90.01459085,9.985409148,180,286,120.0,0.0204,0.1,245
Co,Ir,75.73814378,24.26185622,25,25,0.0,0.05,1.0,284
Co,Ir,75.73814378,24.26185622,25,25,0.0,0.05,1.0,314
Co,Ir,75.73814378,24.26185622,25,25,0.0,0.01625,1.0,324
Co,Ir,75.73814378,24.26185622,25,25,0.0,0.0325,1.0,284
Co,Ir,75.73814378,24.26185622,25,25,0.0,0.065,1.0,255
Ru,None,59.88023952,40.11976048,225,25,0.0,0.5,1.0,214
Ir,None,59.88023952,40.11976048,240,25,0.0,0.5,1.0,278
Ir,None,100.0,0.0,200,25,0.0,0.0054314,1.0,297
Ir,None,100.0,0.0,200,25,0.0,0.006676096,1.0,286
Ir,None,100.0,0.0,200,25,0.0,0.009165488,1.0,279
Ir,None,100.0,0.0,200,25,0.0,0.006449788,1.0,328
Ir,None,100.0,0.0,200,25,0.0,0.006902405,1.0,318
Ir,None,100.0,0.0,200,25,0.0,0.006336634,1.0,301
Co,Ru,77.48490907,22.51509093,25,25,0.0,0.25477707,1.0,234
Ru,Co,82.78681103,17.21318897,25,25,0.0,0.25477707,1.0,246
Ru,Co,61.58524264,38.41475736,25,25,0.0,0.25477707,1.0,243
Co,None,66.66666667,33.33333333,25,25,0.0,10.0,1.0,330
Ir,None,100.0,0.0,25,500,60.0,0.857142857,1.0,265
Ir,Co,75.0,25.0,25,500,60.0,0.857142857,1.0,253
Ir,Co,50.0,50.0,25,500,60.0,0.857142857,1.0,248
Co,Ir,75.0,25.0,25,500,60.0,0.857142857,1.0,252
Ru,None,100.0,0.0,25,350,30.0,1.0,1.0,181
Ru,None,100.0,0.0,25,350,60.0,1.0,1.0,217
Ru,None,100.0,0.0,25,250,30.0,1.0,1.0,180
Ru,None,100.0,0.0,25,450,30.0,1.0,1.0,186
Ru,None,100.0,0.0,25,550,30.0,1.0,1.0,221
Ru,None,100.0,0.0,210,250,90.0,0.08492569,1.0,256
Ru,None,87.54759065,12.45240935,210,250,90.0,0.08492569,1.0,240
Ru,None,94.25441683,5.745583172,210,250,90.0,0.08492569,1.0,227
Ru,None,77.85301458,22.14698542,210,250,90.0,0.08492569,1.0,265
Ru,None,100.0,0.0,210,250,90.0,0.08492569,0.1,271
Ru,None,87.54759065,12.45240935,210,250,90.0,0.08492569,0.1,252
Ru,None,94.25441683,5.745583172,210,250,90.0,0.08492569,0.1,234
Ru,None,77.85301458,22.14698542,210,250,90.0,0.08492569,0.1,280
Ru,None,100.0,0.0,25,700,120.0,0.282142857,1.0,176
Ir,Ni,66.66666667,33.33333333,40,25,0.0,0.285,1.0,238
Ir,Ru,68.43867012,31.56132988,90,350,120.0,0.071428571,1.0,288
Ir,None,50.0,45.0,140,25,0.0,0.318696882,1.0,381
Ru,Ir,40.18838305,40.18838305,190,25,0.0,0.354107649,1.0,205
Ir,None,67.19160105,32.80839895,190,25,0.0,0.354107649,1.0,311
Ir,None,41.1562384,30.51584506,200,25,0.0,0.010191083,0.1,358
Ir,None,41.1562384,30.51584506,200,400,120.0,0.010191083,0.1,337
Ir,None,50.0,50.0,180,350,240.0,0.040816327,1.0,334
Ir,None,83.33333333,16.66666667,190,25,0.0,0.032611465,0.1,444
Ir,None,80.0,20.0,190,25,0.0,0.032611465,0.1,381
Ir,None,75.0,25.0,190,25,0.0,0.032611465,0.1,308
Ir,None,65.89518971,34.10481029,70,600,720.0,0.849858357,1.0,254
Ir,None,65.89518971,34.10481029,70,600,180.0,0.849858357,1.0,270
Ir,None,65.89518971,34.10481029,70,600,60.0,0.849858357,1.0,267
Ir,None,100.0,0.0,70,600,720.0,0.849858357,1.0,297
Ru,None,50.0,25.0,150,600,360.0,0.2,0.1,323
Ru,None,70.0,15.0,150,600,360.0,0.2,0.1,281
Ru,None,80.0,10.0,150,600,360.0,0.2,0.1,336
Ru,None,90.0,5.0,150,600,360.0,0.2,0.1,262
Ru,Co,90.0,6.0,150,600,360.0,0.2,0.1,332
Ru,Co,90.0,5.0,150,600,360.0,0.2,0.1,364
Ru,Co,80.0,12.0,150,600,360.0,0.2,0.1,400
Ru,Co,70.0,18.0,150,600,360.0,0.2,0.1,371
Ru,Co,70.0,15.0,150,600,360.0,0.2,0.1,456
Co,None,100.0,0.0,25,300,70.0,0.040677966,0.1,564
Co,None,100.0,0.0,25,300,70.0,0.174135684,0.1,520
Co,None,95.0,5.0,25,300,70.0,0.174135684,0.1,508
Co,None,92.5,7.5,25,300,70.0,0.174135684,0.1,513
Co,None,90.0,10.0,25,300,70.0,0.174135684,0.1,517
Ir,None,100.0,0.0,160,25,0.0,0.25,2.0,288
Na,Ir,98.59387919,1.406120806,80,550,30.0,0.25,2.0,315
Ru,None,100.0,0.0,145,25,0.0,0.127388535,0.1,180
Ir,None,100.0,0.0,25,25,0.0,0.285,1.0,266
Ir,Ni,60.0,40.0,160,200,120.0,0.032648,0.1,321
Sr,Ir,50.0,40.0,25,1100,1440.0,0.126234756,0.1,411
Ru,None,66.37974684,33.62025316,25,200,5.0,0.1,0.1,235
Ru,None,100.0,0.0,25,200,5.0,0.1,0.1,272
Ru,None,50.0,50.0,25,200,5.0,0.1,0.1,276
Ru,None,75.0,25.0,25,200,5.0,0.1,0.1,262
Ru,None,100.0,0.0,180,450,360.0,0.2,0.1,315
Ru,None,50.0,50.0,180,450,360.0,0.2,0.1,262
Ru,None,70.0,30.0,180,450,360.0,0.2,0.1,280
Ru,None,90.0,10.0,180,450,360.0,0.2,0.1,266
Ir,Ni,46.27532545,36.15071001,260,25,0.0,0.016499508,1.0,263
Ir,Ni,56.14163679,43.85836321,260,25,0.0,0.013400673,1.0,281
Ir,None,72.47586537,27.52413463,260,25,0.0,0.014603175,1.0,298
Ir,Ru,76.92307692,23.07692308,195,25,0.0,0.01,0.1,433
Ir,Ru,83.33333333,16.66666667,195,25,0.0,0.01,0.1,437
Ru,Y,50.0,50.0,80,1050,720.0,0.246,1.0,304
Ru,Y,50.0,47.5,80,1050,720.0,0.246,1.0,284
Ru,Y,50.0,46.25,80,1050,720.0,0.246,1.0,279
Ru,Y,50.0,43.75,80,1050,720.0,0.246,1.0,287
Ru,Y,50.0,40.0,80,1050,720.0,0.246,1.0,300
Ir,None,100.0,0.0,140,25,0.0,0.58,0.1,199
Ir,None,100.0,0.0,140,25,0.0,0.44,0.1,282
Ir,None,100.0,0.0,140,25,0.0,0.38,0.1,332
Ir,None,100.0,0.0,140,25,0.0,0.33,0.1,382
Ir,None,100.0,0.0,140,350,10.0,0.58,0.1,241
Ir,None,100.0,0.0,140,350,30.0,0.58,0.1,258
Ir,None,100.0,0.0,140,350,60.0,0.58,0.1,275
Ir,None,75.0,25.0,25,200,120.0,0.163057325,0.1,384
Ir,None,50.0,50.0,25,200,120.0,0.163057325,0.1,325
Ir,None,100.0,0.0,25,200,120.0,0.163057325,0.1,363
Ir,Ru,50.0,50.0,25,200,120.0,0.124416136,0.1,334
Ir,None,64.0,36.0,25,400,480.0,0.857142857,1.0,294
Ir,Ru,50.0,50.0,195,400,120.0,0.01,0.1,413
Ir,Ru,50.0,50.0,195,400,120.0,0.01,0.1,425
Ir,Ru,54.0,46.0,80,400,60.0,1.0,1.0,250
Ir,None,100.0,0.0,25,25,0.0,0.06,1.0,323
Ir,None,50.0116731,49.9883269,180,400,360.0,0.2,0.1,292
Ir,None,50.0116731,49.9883269,180,400,360.0,0.2,0.1,292
Ir,None,50.0116731,49.9883269,180,400,360.0,0.2,0.1,292
Ir,None,50.0116731,49.9883269,180,400,360.0,0.2,0.1,293
Ir,None,50.0116731,49.9883269,180,400,360.0,0.2,0.1,294
Ir,None,50.0116731,49.9883269,180,400,360.0,0.2,0.1,296
Ir,None,50.0116731,49.9883269,180,400,360.0,0.2,0.1,304
Na,Ir,93.57299892,6.427001083,120,25,0.0,0.1,0.1,289
Na,Ir,87.92223587,12.07776413,120,25,0.0,0.1,0.1,276
Na,Ir,78.44752842,21.55247158,120,25,0.0,0.1,0.1,278
Na,Ir,64.53799531,35.46200469,120,25,0.0,0.1,0.1,272
Ir,None,52.35712371,47.64287629,120,25,0.0,0.1,0.1,278
Ir,None,100.0,0.0,120,25,0.0,0.1,0.1,322
Na,Ir,87.92223587,12.07776413,120,25,0.0,0.1,0.1,404
Ru,Ni,51.43192542,48.56807458,200,250,60.0,0.25,1.0,205
Ru,Ni,51.43192542,48.56807458,200,250,60.0,0.25,0.1,207
Ru,None,51.33262941,48.66737059,200,250,60.0,0.25,1.0,210
Ru,None,51.33262941,48.66737059,200,250,60.0,0.25,0.1,217
Sr,Ir,50.0,50.0,25,1000,2400.0,0.283,1.0,309
Sr,Ir,66.66666667,33.33333333,25,1200,2400.0,0.283,1.0,284
Sr,Ir,60.0,40.0,25,1000,2400.0,0.283,1.0,259
Ir,Co,35.31694696,32.34152652,250,25,0.0,0.016853933,0.1,281
Co,Ir,66.66666667,33.33333333,250,25,0.0,0.016853933,0.1,286
Na,Ru,59.35559562,40.64440438,180,720,120.0,0.5,1.0,233
Na,Ru,70.02920275,29.97079725,180,720,120.0,0.5,1.0,265
Na,Ru,74.49452325,25.50547675,180,720,120.0,0.5,1.0,327
Ti,None,84.9272671,11.30454968,160,250,60.0,0.122448978,1.0,226
Ti,None,89.64050202,7.769623484,160,250,60.0,0.085714272,1.0,327
Co,Ir,93.0,7.0,120,400,360.0,0.03051494,0.1,335
Co,Ir,90.0,10.0,120,400,360.0,0.041994751,0.1,315
Co,Ir,80.0,20.0,120,400,360.0,0.074844075,0.1,310
Co,Ir,70.0,30.0,120,400,360.0,0.10124209,0.1,322
Na,Co,86.56006776,13.43993224,60,250,360.0,0.9,1.0,510
Co,None,80.65449092,19.34550908,180,700,180.0,0.0092,1.0,160
Co,None,85.28322973,14.71677027,180,700,180.0,0.0094,1.0,186
Co,None,74.71027133,25.28972867,180,700,180.0,0.009,1.0,218
Co,None,59.16270956,40.83729044,180,700,180.0,0.0085,1.0,244
Co,None,100.0,0.0,180,700,180.0,0.00902439,1.0,256
Co,None,80.65449092,19.34550908,180,700,180.0,0.01,1.0,479
Co,None,100.0,0.0,180,700,180.0,0.01,1.0,528
Ir,None,100.0,0.0,25,300,180.0,0.0175,1.0,341
Ir,None,100.0,0.0,25,400,180.0,0.0175,1.0,363
Ir,None,100.0,0.0,25,500,180.0,0.0175,1.0,384
Ir,None,100.0,0.0,25,600,180.0,0.0175,1.0,431
Ir,None,100.0,0.0,25,300,180.0,0.0175,1.0,291
Ir,None,90.90909091,9.090909091,180,300,360.0,0.2,0.1,346
Ir,None,76.92307692,23.07692308,180,300,360.0,0.2,0.1,316
Ir,None,66.66666667,33.33333333,180,300,360.0,0.2,0.1,314
Ir,None,57.14285714,42.85714286,180,300,360.0,0.2,0.1,302
Ir,None,75.0,25.0,80,350,60.0,0.7,0.2,270
Ir,None,75.0,25.0,80,450,60.0,0.7,0.2,374
Ir,None,75.0,25.0,80,550,60.0,0.7,0.2,412
Ir,None,50.0,50.0,75,450,180.0,3.33045,2.0,344
Ir,None,50.0,50.0,75,450,180.0,3.33045,2.0,328
Ir,None,50.0,50.0,75,450,180.0,3.33045,2.0,325
Ir,None,50.0,50.0,75,450,180.0,3.33045,2.0,320
Ir,None,50.0,50.0,75,450,180.0,3.33045,2.0,309
Ir,None,70.0,30.0,80,350,60.0,1.447,0.2,260
Ru,Ir,50.0,50.0,70,450,60.0,0.4,0.2,258
Ir,Ru,70.0,30.0,70,450,60.0,0.4,0.2,267
Co,None,100.0,0.0,25,900,120.0,0.120330427,1.0,382
Ru,Co,53.48314607,46.51685393,25,350,60.0,0.1,1.0,240
Co,Ir,99.0,1.0,25,420,240.0,5.934,1.0,297
Ir,None,100.0,0.0,60,450,60.0,0.102,1.0,344
Ir,Ni,90.0,10.0,60,450,60.0,0.102,1.0,342
Ir,Ni,80.0,20.0,60,450,60.0,0.102,1.0,337
Ir,Ni,70.0,30.0,60,450,60.0,0.102,1.0,335
Ir,Ni,60.0,40.0,60,450,60.0,0.102,1.0,338
Ir,Ni,50.0,50.0,60,450,60.0,0.102,1.0,376
Ru,Y,50.0,50.0,70,550,360.0,0.025,0.1,270
Na,None,70.58616338,28.42513623,25,310,120.0,0.1,0.1,263
Na,None,85.10004574,13.70795792,25,310,120.0,0.1,0.1,282
Na,None,70.58616338,28.42513623,25,550,120.0,0.1,0.1,268
Ir,None,100.0,0.0,150,25,0.0,0.0135,1.0,265
Ir,None,50.0,50.0,70,450,30.0,0.11323,1.0,360
Ir,None,50.0,50.0,130,25,0.0,0.14154281,1.0,315
Ti,Ir,88.93166506,11.06833494,50,400,60.0,0.0129,0.1,372
Ru,Co,62.08791209,37.91208791,25,350,120.0,0.296875,0.1,243
Ru,Co,62.08791209,37.91208791,25,350,120.0,0.30110935,0.1,281
Ru,Co,41.48796115,29.25601943,25,350,120.0,0.979381443,0.1,207
Sr,Ir,50.0,25.0,25,1150,720.0,0.25477707,0.1,278
Sr,Ir,50.0,25.0,25,1350,720.0,0.25477707,0.1,300
Sr,Ir,66.66666667,33.33333333,25,1200,720.0,0.05,0.1,371
Sr,Ir,66.66666667,33.33333333,25,1200,720.0,0.05,0.1,343
Sr,Ir,66.66666667,33.33333333,25,1200,720.0,0.05,0.1,310
Ir,None,100.0,0.0,160,25,0.0,0.0119,0.1,366
Ir,None,100.0,0.0,160,25,0.0,0.0119,0.1,362
Ir,None,100.0,0.0,160,25,0.0,0.0119,0.1,396
Ti,Ir,84.41744103,8.541815583,140,25,0.0,0.203821656,1.0,366
Ti,Ir,80.51282051,9.871794872,140,25,0.0,0.203821656,1.0,327
Ti,Ir,81.47540984,10.57377049,140,25,0.0,0.203821656,1.0,371
Ti,Ir,79.05502737,12.76289254,140,25,0.0,0.203821656,1.0,303
Ir,None,50.0,50.0,60,25,0.0,0.0543,1.0,381
Ir,None,67.0,33.0,60,25,0.0,0.0373,1.0,365
Ru,None,57.14285714,42.85714286,85,1000,480.0,0.83,0.1,231
Ru,None,80.0,20.0,85,1000,480.0,0.83,0.1,307
Ru,None,50.0,37.5,85,1000,480.0,0.83,0.1,182
Ru,None,50.0,45.0,85,1000,480.0,0.83,0.1,196
Ru,None,50.0,25.0,85,1000,480.0,0.83,0.1,253
Ru,None,50.0,37.5,85,1000,480.0,0.83,0.1,265
Ru,None,50.0,45.0,85,1000,480.0,0.83,0.1,296
Ru,None,50.0,37.5,85,1000,480.0,0.83,0.1,227
Ru,None,50.0,50.0,85,1000,480.0,0.83,0.1,272
Ru,None,54.05405405,45.94594595,25,900,1440.0,0.5,1.0,262
Ru,None,54.05405405,45.94594595,25,900,1440.0,0.5,1.0,220
Ru,None,50.0,50.0,25,400,60.0,0.237,1.0,211
Ru,Ir,90.90909091,9.090909091,80,370,,0.1,2.0,340
Ru,Ir,80.0,20.0,80,370,,0.1,2.0,347
Ru,None,50.0,50.0,25,900,720.0,0.5,0.1,255
Ti,Ru,71.39218723,28.60781277,25,320,120.0,1.6898,1.0,180
Ti,Ru,71.39218723,28.60781277,25,320,120.0,1.6898,1.0,310
Ru,None,100.0,0.0,25,320,120.0,1.6898,1.0,280
Ir,None,50.0,50.0,25,700,20.0,0.56588,1.0,280
Ir,None,100.0,0.0,25,700,20.0,0.56588,1.0,390
Ir,Ru,50.0,50.0,25,25,0.0,0.05,1.0,160
Ir,Ru,75.0,25.0,25,25,0.0,0.05,1.0,230
Ru,Ir,75.0,25.0,25,25,0.0,0.05,1.0,219
Ru,None,66.66666667,33.33333333,25,350,240.0,0.997849624,1.0,199
Ru,None,100.0,0.0,25,350,240.0,0.606,1.0,235
Ir,None,50.0,50.0,160,25,0.0,0.012233376,1.0,442
Ir,None,66.66666667,33.33333333,160,25,0.0,0.021548025,1.0,373
Ir,None,75.0,25.0,160,25,0.0,0.030141146,1.0,299
Ru,None,88.31404409,11.68595591,25,800,3.0,0.141542817,1.0,177
Ru,None,100.0,0.0,25,800,3.0,0.141542817,1.0,250
Ru,None,100.0,0.0,25,800,3.0,0.141542817,1.0,240
Ru,None,90.8962326,9.103767399,25,800,3.0,0.141542817,1.0,199
Ru,None,88.79025666,11.20974334,25,800,3.0,0.141542817,1.0,210
Ru,None,94.1017768,5.898223199,25,800,3.0,0.141542817,1.0,196
Ru,None,82.63372599,17.36627401,25,800,3.0,0.141542817,1.0,186
Ir,None,50.0,50.0,90,400,120.0,0.226,1.0,269
Ir,None,49.04673832,49.04673832,90,400,120.0,0.226,1.0,241
Ir,None,48.09165638,48.09165638,90,400,120.0,0.226,1.0,238
Ir,None,46.17601083,46.17601083,90,400,120.0,0.226,1.0,248
Ir,None,100.0,0.0,78,25,0.0,0.01,0.1,324
Ir,None,100.0,0.0,78,25,0.0,0.01,0.1,357
Ir,None,100.0,0.0,78,25,0.0,0.01,0.1,360
Ir,None,100.0,0.0,78,25,0.0,0.01,0.1,375
Na,Ir,96.16026711,3.839732888,25,350,120.0,0.45,1.0,242
Na,Ir,98.81626351,1.18373649,25,350,120.0,0.45,1.0,221
Na,Ir,99.57399518,0.426004816,25,350,120.0,0.45,1.0,240
Na,Ir,98.81626351,1.18373649,25,400,120.0,0.45,1.0,278
Ru,None,100.0,0.0,180,25,0.0,0.2,1.0,243
Ru,Ir,75.0,25.0,180,25,0.0,0.2,1.0,267
Ru,Ir,50.0,50.0,180,25,0.0,0.2,1.0,327
Ir,Ru,75.0,25.0,180,25,0.0,0.2,1.0,258
Ir,None,100.0,0.0,180,25,0.0,0.2,1.0,297
Co,None,100.0,0.0,140,750,120.0,8.0,2.0,360
Co,None,100.0,0.0,140,750,120.0,6.0,2.0,384
Co,None,100.0,0.0,140,750,120.0,4.0,2.0,405
Co,None,100.0,0.0,140,750,120.0,2.0,2.0,446
Ru,None,100.0,0.0,25,300,240.0,0.353681828,1.0,293
Ru,None,51.56761816,48.43238184,25,300,240.0,0.353681828,1.0,190
Ru,None,51.56761816,48.43238184,25,300,240.0,0.353681828,1.0,239
Ru,None,57.0984456,42.9015544,25,300,240.0,0.353681828,1.0,215
Ru,None,57.0984456,42.9015544,25,300,240.0,0.353681828,1.0,227
Ir,None,50.0,50.0,25,400,240.0,0.098277942,0.1,417
Ru,Ir,90.0,10.0,130,500,20.0,0.327,1.0,410
Ru,Ir,90.0,10.0,130,500,20.0,0.302,1.0,410
Ru,Ir,90.0,10.0,130,500,20.0,0.323,1.0,371
Ru,Ir,90.0,10.0,130,500,20.0,0.32,1.0,362
Na,None,75.55158029,20.11915633,-40,900,120.0,0.1,1.0,229
Na,None,77.79693648,20.71708786,-40,900,120.0,0.1,1.0,225
Na,None,66.86703066,17.80648714,-40,900,120.0,0.1,1.0,344
Na,None,72.41648013,19.28428868,-40,900,120.0,0.1,1.0,243
Na,None,74.47681447,19.83294945,-40,900,120.0,0.1,1.0,323
Na,None,75.55158029,20.11915633,-40,700,120.0,0.1,1.0,533
Na,None,75.55158029,20.11915633,-40,800,120.0,0.1,1.0,521
Ir,None,100.0,0.0,80,350,150.0,0.51,1.0,317
Ti,Ir,70.58823529,29.41176471,80,350,150.0,0.255,1.0,296
Ti,Ir,68.47058824,29.41176471,80,350,150.0,0.255,1.0,286
Ir,Ru,60.0,40.0,80,350,150.0,0.51,1.0,290
Ti,Ir,70.58823529,17.64705882,80,350,150.0,0.255,1.0,320
Ti,Ir,68.47058824,17.64705882,80,350,150.0,0.255,1.0,269
Ru,None,50.0,37.5,25,950,2880.0,0.254655,2.0,340
Ru,None,50.0,37.5,25,950,2880.0,0.254655,2.0,334
Ru,None,50.0,37.5,25,1050,2880.0,0.254655,2.0,327
Ru,None,50.0,37.5,25,1050,2880.0,0.254655,2.0,377
Ir,None,100.0,0.0,200,25,0.0,0.2,1.0,274
Ir,Co,78.16376082,21.83623918,200,25,0.0,0.2,1.0,278
Ir,Co,58.87848923,41.12151077,200,25,0.0,0.2,1.0,243
Co,Ir,52.77362909,47.22637091,200,25,0.0,0.2,1.0,268
Co,Ir,62.63346689,37.36653311,200,25,0.0,0.2,1.0,273
Ru,None,66.66666667,33.33333333,25,800,60.0,0.141542817,0.1,245
Ir,None,100.0,0.0,25,400,5.0,0.003,0.1,380
Ir,None,100.0,0.0,25,1000,5.0,0.003,0.1,455
Na,None,98.07947034,1.325047158,25,400,60.0,0.04,1.0,342
Na,None,97.64285115,1.587885527,25,400,60.0,0.04,1.0,328
Na,None,97.54455459,1.490568485,25,400,60.0,0.04,1.0,312
Na,None,97.43458428,1.381694015,25,400,60.0,0.04,1.0,325
Ir,None,40.0,30.0,220,400,360.0,0.2,0.1,296
Ir,None,40.0,40.0,220,400,360.0,0.2,0.1,273
Ir,None,60.0,20.0,220,400,360.0,0.2,0.1,310
Ir,None,100.0,0.0,100,25,0.0,0.015286624,1.0,341
Ir,None,100.0,0.0,100,25,0.0,0.015286624,1.0,328
Ru,None,90.0,10.0,190,25,0.0,0.04,0.1,231
Ru,None,70.0,30.0,190,25,0.0,0.04,0.1,248
Ru,None,50.0,50.0,190,25,0.0,0.04,0.1,264
Na,Ir,99.29313929,0.706860707,25,350,30.0,0.1,0.1,316
Na,Ir,99.29313929,0.706860707,25,400,30.0,0.1,0.1,313
Na,Ir,99.29313929,0.706860707,25,450,30.0,0.1,0.1,309
Na,Ir,99.29313929,0.706860707,25,500,30.0,0.1,0.1,346
Ti,Ir,85.49618321,14.50381679,100,25,0.0,0.015286624,0.1,239
Ir,None,100.0,0.0,160,160,300.0,0.001345219,1.0,361
Ru,None,100.0,0.0,150,800,120.0,0.070584,1.0,170
Ir,None,50.0,50.0,200,600,720.0,0.2,0.1,352
Ir,None,50.0,45.0,200,600,720.0,0.2,0.1,337
Ir,None,50.0,50.0,200,600,720.0,0.2,0.1,369
Ir,None,50.0,45.0,200,600,720.0,0.2,0.1,344
Ti,Ir,90.0,10.0,120,25,0.0,0.01,0.1,389
