DOI,Country,Facility,Journal,Impact Factor,Published Date,Cited Times,Number of days until 01/20/2023,Average cited times per day,Metal_Dopant_1,Metal_Dopant_2,Metal_Dopant_3,Metal_Dopant_4,Sample Name,Metal_Dopant_1 Proportion in Precursor ,Metal_Dopant_2 Proportion in Precursor ,Metal_Dopant_3 Proportion in Precursor ,Metal_Dopant_4 Proportion in Precursor ,Hydrothermal Temperature (Celcius degree),Hydrothermal Time (min),Hydrothermal Still/Strring (0/1),Hydrothermal Strong Reductant in Liquid (0/1),Hydrothermal Weak Reductant in Liquid (0/1),Mixed in Solid or Liquid (0/1),Annealing Temperature (Celcius Degree),Annealing Temerature Rising Rate (Celcius Degree min-1),Annealing Time (min),Annealing Still/Strring (0/1),Annealing Atomosphere Inert (0/1),Annealing Atomosphere Reductive (0/1),Post-processing Acid Wash etc. (0/1),Catalyst Loading (mg cm -2),Support Material Loading (mg cm -2),Support is not Carbon (0/1),Electrode Type_Glassy Carbon/Carbon Paper or Ti Mesh (0/1),LSV Scanning Speed (mV s-1),Electrolyte Proton Concentration (M),Electrolyte O2 Saturated (0/1),Overpotential (mV @10 mA cm-2)
10.1016/j.apsusc.2021.150293,South Korea,Ewha Womans Univ,APPLIED SURFACE SCIENCE,7.392,9/7/2021,6,500,0.012,Ru,None,None,None,RuO2 NF,100,0,0,0,25,2880,1,0,0,0,300,1,180,0,0,0,0,0.8488,0,0,0,1,1,0,185
10.1016/j.apsusc.2021.150293,South Korea,Ewha Womans Univ,APPLIED SURFACE SCIENCE,7.392,9/7/2021,6,500,0.012,Ru,Au,None,None,RuAu NF,90.90909091,9.090909091,0,0,25,2880,1,0,0,0,300,10,240,0,0,1,0,0.8488,0,0,0,1,1,0,154
10.1016/j.apsusc.2021.150293,South Korea,Ewha Womans Univ,APPLIED SURFACE SCIENCE,7.392,9/7/2021,6,500,0.012,Ru,None,None,None,Ru NF,100,0,0,0,25,2880,1,0,0,0,300,10,240,0,0,1,0,0.8488,0,0,0,1,1,0,167
10.1016/j.cej.2021.130077,Peoples R China,Chinese Acad Sci,CHEMICAL ENGINEERING JOURNAL,16.744,7/20/2021,10,549,0.018214936,Ru,Co,None,None,RuCo@NG/N-GNs,85.71428571,14.28571429,0,0,80,360,1,0,0,0,750,3,120,0,0,1,0,0.256,0.144,0,0,5,1,1,209
10.1016/j.cej.2021.130077,Peoples R China,Chinese Acad Sci,CHEMICAL ENGINEERING JOURNAL,16.744,7/20/2021,10,549,0.018214936,Ru,None,None,None,Ru@NG/N-GNs,100,0,0,0,80,360,1,0,0,0,750,3,120,0,0,1,0,0.256,0.144,0,0,5,1,1,342
10.1016/j.cej.2021.130077,Peoples R China,Chinese Acad Sci,CHEMICAL ENGINEERING JOURNAL,16.744,7/20/2021,10,549,0.018214936,Ru,Co,None,None,RuCo@NG/N-GNs,75,25,0,0,80,360,1,0,0,0,750,3,120,0,0,1,0,0.256,0.144,0,0,5,1,1,280
10.1016/j.cej.2021.130077,Peoples R China,Chinese Acad Sci,CHEMICAL ENGINEERING JOURNAL,16.744,7/20/2021,10,549,0.018214936,Ru,Co,None,None,RuCo@NG/N-GNs,90,10,0,0,80,360,1,0,0,0,750,3,120,0,0,1,0,0.256,0.144,0,0,5,1,1,224
10.1039/D1CC04984D,Peoples R China,Beijing Inst Technol,CHEMICAL COMMUNICATIONS,6.065,10/29/2021,3,448,0.006696429,Pt,Sn,None,None,Pt3Sn,74.70139025,25.29860975,0,0,180,720,0,0,0,0,25,0,0,0,0,0,0,0.015031102,0.051295898,0,0,10,1,0,370
10.1039/D1CC04984D,Peoples R China,Beijing Inst Technol,CHEMICAL COMMUNICATIONS,6.065,10/29/2021,3,448,0.006696429,Pt,Sn,Pd,None,Pd-Pt3Sn,70.34040098,23.8217033,5.837895721,0,150,420,0,0,0,0,25,0,0,0,0,0,0,0.015463876,0.050863124,0,0,10,1,0,270
10.1038/s41467-021-26416-3,Peoples R China,Univ Sci & Technol China,NATURE COMMUNICATIONS,17.694,11/8/2021,28,438,0.063926941,Ir,None,None,None,AD-HN-Ir,100,0,0,0,70,120,1,0,0,0,800,,180,0,1,0,0,0.0035,0.02162475,0,1,,1,,216
10.1038/s41467-021-26416-3,Peoples R China,Univ Sci & Technol China,NATURE COMMUNICATIONS,17.694,11/8/2021,28,438,0.063926941,Ir,None,None,None,Ir-NC,100,0,0,0,70,120,1,0,0,0,800,,180,0,1,0,0,0.003,0.0185355,0,1,,1,,412
10.1038/s41467-021-26416-3,Peoples R China,Univ Sci & Technol China,NATURE COMMUNICATIONS,17.694,11/8/2021,28,438,0.063926941,Ir,None,None,None,Ir-NP/NC,100,0,0,0,70,120,1,0,0,0,1000,,180,0,1,0,0,0.0085,0.05251725,0,1,,1,,394
10.1038/s41565-021-00986-1,Peoples R China,Zhejiang Univ,NATURE NANOTECHNOLOGY,40.523,11/3/2021,48,443,0.108352144,Ir,None,None,None,IrO2-,100,0,0,0,0,180,1,0,0,0,450,10,120,0,0,0,0,0.0407,0,0,0,5,1,1,299
10.1038/s41565-021-00986-1,Peoples R China,Zhejiang Univ,NATURE NANOTECHNOLOGY,40.523,11/3/2021,48,443,0.108352144,Ir,Ta,Tm,None,Ta0.1Tm0.1Ir0.8,80,10,10,0,0,180,1,0,0,0,450,10,120,0,0,0,0,0.0407,0,0,0,5,1,1,227
10.1038/s41565-021-00986-1,Peoples R China,Zhejiang Univ,NATURE NANOTECHNOLOGY,40.523,11/3/2021,48,443,0.108352144,Ir,None,None,None,GB-IrO2,100,0,0,0,0,180,1,0,0,0,450,12750,120,0,0,0,0,0.0407,0,0,0,5,1,1,254
10.1038/s41565-021-00986-1,Peoples R China,Zhejiang Univ,NATURE NANOTECHNOLOGY,40.523,11/3/2021,48,443,0.108352144,Ir,Ta,None,None,GB-Ta0.05Ir0.95,95,5,0,0,0,180,1,0,0,0,450,12750,120,0,0,0,0,0.0407,0,0,0,5,1,1,238
10.1038/s41565-021-00986-1,Peoples R China,Zhejiang Univ,NATURE NANOTECHNOLOGY,40.523,11/3/2021,48,443,0.108352144,Ir,Ta,None,None,GB-Ta0.1Ir0.9,90,10,0,0,0,180,1,0,0,0,450,12750,120,0,0,0,0,0.0407,0,0,0,5,1,1,235
10.1038/s41565-021-00986-1,Peoples R China,Zhejiang Univ,NATURE NANOTECHNOLOGY,40.523,11/3/2021,48,443,0.108352144,Ir,Ta,None,None,GB-Ta0.2Ir0.8,80,20,0,0,0,180,1,0,0,0,450,12750,120,0,0,0,0,0.0407,0,0,0,5,1,1,242
10.1038/s41565-021-00986-1,Peoples R China,Zhejiang Univ,NATURE NANOTECHNOLOGY,40.523,11/3/2021,48,443,0.108352144,Ir,Tm,None,None,GB-Tm0.1Ir0.9,90,10,0,0,0,180,1,0,0,0,450,12750,120,0,0,0,0,0.0407,0,0,0,5,1,1,236
10.1038/s41565-021-00986-1,Peoples R China,Zhejiang Univ,NATURE NANOTECHNOLOGY,40.523,11/3/2021,48,443,0.108352144,Ir,Tm,Ta,None,GB-Ta0.1Tm0.1Ir0.8,80,10,10,0,0,180,1,0,0,0,450,12750,120,0,0,0,0,0.0407,0,0,0,5,1,1,202
10.1038/s41565-021-00986-1,Peoples R China,Zhejiang Univ,NATURE NANOTECHNOLOGY,40.523,11/3/2021,48,443,0.108352144,Ir,Tm,Ta,None,GB-Ta0.1Tm0.2Ir0.7,70,20,10,0,0,180,1,0,0,0,450,12750,120,0,0,0,0,0.0407,0,0,0,5,1,1,224
10.1016/j.apsusc.2021.150478,Peoples R China,Chongqing Jiaotong Univ,APPLIED SURFACE SCIENCE,7.392,7/28/2021,5,541,0.009242144,Co,Ru,None,None,RCNC-O-2.60,74.79619142,25.20380858,0,0,25,1440,0,0,0,0,300,2,120,0,0,0,0,0.35,0.09877,0,0,5,1,0,281
10.1016/j.apsusc.2021.150478,Peoples R China,Chongqing Jiaotong Univ,APPLIED SURFACE SCIENCE,7.392,7/28/2021,5,541,0.009242144,Co,Ru,None,None,RCNC-O-3.25,70.36267307,29.63732693,0,0,25,1440,0,0,0,0,300,2,120,0,0,0,0,0.35,0.09877,0,0,5,1,0,239
10.1016/j.apsusc.2021.150478,Peoples R China,Chongqing Jiaotong Univ,APPLIED SURFACE SCIENCE,7.392,7/28/2021,5,541,0.009242144,Co,Ru,None,None,RCNC-O-3.90,66.42533436,33.57466564,0,0,25,1440,0,0,0,0,300,2,120,0,0,0,0,0.35,0.09877,0,0,5,1,0,232
10.1016/j.apsusc.2021.150478,Peoples R China,Chongqing Jiaotong Univ,APPLIED SURFACE SCIENCE,7.392,7/28/2021,5,541,0.009242144,Co,Ru,None,None,RCNC-O-4.55,62.90529401,37.09470599,0,0,25,1440,0,0,0,0,300,2,120,0,0,0,0,0.35,0.09877,0,0,5,1,0,228
10.1016/j.apsusc.2021.150478,Peoples R China,Chongqing Jiaotong Univ,APPLIED SURFACE SCIENCE,7.392,7/28/2021,5,541,0.009242144,Co,Ru,None,None,RCNC-O-5.20,59.73954968,40.26045032,0,0,25,1440,0,0,0,0,300,2,120,0,0,0,0,0.35,0.09877,0,0,5,1,0,252
10.1016/j.ijhydene.2021.04.040,Mexico,Inst Politecn Nacl ESIQIE,INTERNATIONAL JOURNAL OF HYDROGEN ENERGY,7.139,7/29/2021,8,540,0.014814815,Ti,Ru,Ir,None,Ir-Ru-TiO2,61.96031045,35.69270809,2.346981457,0,70,180,0,0,0,0,450,,240,0,0,0,0,0.168245,0.312455,1,0,20,1,0,337
10.1016/j.jpowsour.2021.230002,South Korea,Kwangwoon Univ,JOURNAL OF POWER SOURCES,9.794,6/17/2021,3,582,0.005154639,Ti,Ru,Ir,None,IrRu/T90G10,79.85456653,13.17732121,6.968112262,0,165,360,1,0,1,0,25,0,0,0,0,0,0,0.09,0.21,1,0,10,0.1,0,254
10.1016/j.jpowsour.2021.230002,South Korea,Kwangwoon Univ,JOURNAL OF POWER SOURCES,9.794,6/17/2021,3,582,0.005154639,Ti,Ru,Ir,None,IrRu/T95G5,78.54586388,14.03335616,7.420779959,0,165,360,1,0,1,0,25,0,0,0,0,0,0,0.09,0.21,1,0,10,0.1,0,307
10.1016/j.jpowsour.2021.230002,South Korea,Kwangwoon Univ,JOURNAL OF POWER SOURCES,9.794,6/17/2021,3,582,0.005154639,Ti,Ru,Ir,None,IrRu/T70G30,72.95584718,17.68983969,9.354313133,0,165,360,1,0,1,0,25,0,0,0,0,0,0,0.09,0.21,1,0,10,0.1,0,308
10.1016/j.jpowsour.2021.230002,South Korea,Kwangwoon Univ,JOURNAL OF POWER SOURCES,9.794,6/17/2021,3,582,0.005154639,Ti,Ru,Ir,None,IrRu/T50G50,65.83413369,22.34822077,11.81764554,0,165,360,1,0,1,0,25,0,0,0,0,0,0,0.09,0.21,1,0,10,0.1,0,363
10.1016/j.jpowsour.2021.230002,South Korea,Kwangwoon Univ,JOURNAL OF POWER SOURCES,9.794,6/17/2021,3,582,0.005154639,Ti,Ir,None,None,IrOx/T90G10,75.18610422,24.81389578,0,0,165,360,1,0,1,0,25,0,0,0,0,0,0,0.09,0.21,1,0,10,0.1,0,306
10.1016/j.jpowsour.2021.230002,South Korea,Kwangwoon Univ,JOURNAL OF POWER SOURCES,9.794,6/17/2021,3,582,0.005154639,Ru,Ir,None,None,IrRuOx,65.4109589,34.5890411,0,0,165,360,1,0,1,0,25,0,0,0,0,0,0,0.3,0,0,0,10,0.1,0,372
10.1016/j.jpowsour.2021.230002,South Korea,Kwangwoon Univ,JOURNAL OF POWER SOURCES,9.794,6/17/2021,3,582,0.005154639,Ru,Ir,None,None,IrRu/Rgo,65.4109589,34.5890411,0,0,165,360,1,0,1,0,25,0,0,0,0,0,0,0.09,0.21,0,0,10,0.1,0,325
10.1016/j.jpowsour.2021.229903,Peoples R China,Chinese Acad Sci,JOURNAL OF POWER SOURCES,9.794,7/1/2021,11,568,0.019366197,Ru,Y,None,None,YRuO,50,50,0,0,80,300,1,0,0,0,950,5,720,0,0,0,0,0.255,0.051,0,0,10,1,1,297
10.1016/j.jpowsour.2021.229903,Peoples R China,Chinese Acad Sci,JOURNAL OF POWER SOURCES,9.794,7/1/2021,11,568,0.019366197,Ru,Y,F,None,YRuO-PVDF1,41.61979753,41.61979753,16.76040495,0,80,300,1,0,0,0,400,5,1440,0,1,0,0,0.255,0.051,0,0,10,1,1,250
10.1016/j.jpowsour.2021.229903,Peoples R China,Chinese Acad Sci,JOURNAL OF POWER SOURCES,9.794,7/1/2021,11,568,0.019366197,Ru,Y,F,None,YRuO-PVDF2,35.64547206,35.64547206,28.70905588,0,80,300,1,0,0,0,400,5,1440,0,1,0,0,0.255,0.051,0,0,10,1,1,235
10.1016/j.jpowsour.2021.229903,Peoples R China,Chinese Acad Sci,JOURNAL OF POWER SOURCES,9.794,7/1/2021,11,568,0.019366197,F,Ru,Y,None,YRuO-PVDF3,37.65796125,31.17101938,31.17101938,0,80,300,1,0,0,0,400,5,1440,0,1,0,0,0.255,0.051,0,0,10,1,1,256
10.1039/D1TA01839F,Peoples R China,Zhejiang Univ Technol,JOURNAL OF MATERIALS CHEMISTRY A,14.511,8/29/2021,12,509,0.023575639,Ir,Te,None,None,IrTe,77.04160247,22.95839753,0,0,80,180,0,1,0,0,25,0,0,0,0,0,0,0.05095,0,0,0,1,1,,271
10.1021/acssuschemeng.0c08887,Peoples R China,Chinese Acad Sci,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,9.224,8/29/2021,8,509,0.015717092,Ir,None,None,None,pIrO2,100,0,0,0,55,180,1,0,0,0,450,,30,0,0,0,0,0.354,0,0,0,5,1,0,304
10.1021/acssuschemeng.0c08887,Peoples R China,Chinese Acad Sci,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,9.224,8/29/2021,8,509,0.015717092,Ir,Gd,None,None,3%-Gd-pIrO2,97,3,0,0,55,180,1,0,0,0,450,,30,0,0,0,0,0.354,0,0,0,5,1,0,294
10.1021/acssuschemeng.0c08887,Peoples R China,Chinese Acad Sci,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,9.224,8/29/2021,8,509,0.015717092,Ir,Gd,None,None,5%-Gd-pIrO2,95,5,0,0,55,180,1,0,0,0,450,,30,0,0,0,0,0.354,0,0,0,5,1,0,287
10.1021/acssuschemeng.0c08887,Peoples R China,Chinese Acad Sci,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,9.224,8/29/2021,8,509,0.015717092,Ir,Gd,None,None,7%-Gd-pIrO2,93,7,0,0,55,180,1,0,0,0,450,,30,0,0,0,0,0.354,0,0,0,5,1,0,307
10.1021/acssuschemeng.0c08887,Peoples R China,Chinese Acad Sci,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,9.224,8/29/2021,8,509,0.015717092,Ir,Gd,None,None,10%-Gd-pIrO2,90,10,0,0,55,180,1,0,0,0,450,,30,0,0,0,0,0.354,0,0,0,5,1,0,314
10.1021/acssuschemeng.0c08887,Peoples R China,Chinese Acad Sci,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,9.224,8/29/2021,8,509,0.015717092,Ir,Gd,None,None,5%-Gd-pIrO2-400,95,5,0,0,55,180,1,0,0,0,400,,30,0,0,0,0,0.354,0,0,0,5,1,0,370
10.1021/acssuschemeng.0c08887,Peoples R China,Chinese Acad Sci,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,9.224,8/29/2021,8,509,0.015717092,Ir,Gd,None,None,5%-Gd-pIrO2-500,95,5,0,0,55,180,1,0,0,0,500,,30,0,0,0,0,0.354,0,0,0,5,1,0,342
10.1021/acssuschemeng.0c08887,Peoples R China,Chinese Acad Sci,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,9.224,8/29/2021,8,509,0.015717092,Ir,Gd,None,None,5%-Gd-pIrO2-1h,95,5,0,0,55,180,1,0,0,0,450,,60,0,0,0,0,0.354,0,0,0,5,1,0,333
10.1002/admi.202100900,Slovenia,Natl Inst Chem,ADVANCED MATERIALS INTERFACES,6.389,2/10/2022,5,344,0.014534884,Ir,None,None,None,Ir/rGONRs,100,0,0,0,120,60,0,0,0,0,450,2,60,0,0,1,0,0.006868734,0.102141266,0,0,20,0.1,0,298
10.1002/admi.202100900,Slovenia,Natl Inst Chem,ADVANCED MATERIALS INTERFACES,6.389,2/10/2022,5,344,0.014534884,Ti,Ir,None,None,Ir/low-TiONx/rGONRs,65.1255892,34.8744108,0,0,120,60,0,0,0,0,450,2,60,0,0,1,0,0.006940071,0.061159929,1,0,20,0.1,0,297
10.1002/admi.202100900,Slovenia,Natl Inst Chem,ADVANCED MATERIALS INTERFACES,6.389,2/10/2022,5,344,0.014534884,Ti,Ir,None,None,Ir/middle-TiONx/rGONRs,88.22351982,11.77648018,0,0,120,60,0,0,0,0,450,2,60,0,0,1,0,0.006613959,0.058286041,1,0,20,0.1,0,286
10.1002/admi.202100900,Slovenia,Natl Inst Chem,ADVANCED MATERIALS INTERFACES,6.389,2/10/2022,5,344,0.014534884,Ti,Ir,None,None,Ir/high-TiONx/rGONRs,96.77059312,3.229406876,0,0,120,60,0,0,0,0,450,2,60,0,0,1,0,0.009192282,0.081007718,1,0,20,0.1,0,284
10.1007/s12274-021-3778-0,Peoples R China,Univ Sci & Technol China,NANO RESEARCH,10.269,9/4/2021,6,503,0.011928429,Ga,Ir,None,None,IrGa,53.77917394,46.22082606,0,0,25,480,1,0,0,0,800,,480,0,0,1,0,0.1333,0.756,0,0,10,0.1,0,272
10.1007/s12274-021-3778-0,Peoples R China,Univ Sci & Technol China,NANO RESEARCH,10.269,9/4/2021,6,503,0.011928429,Ga,Ir,None,None,IrGa-IMC,53.77917394,46.22082606,0,0,25,480,1,0,0,0,400,,300,0,0,1,0,0.1333,0.756,0,0,10,0.1,0,291
10.1002/bkcs.12382,South Korea,Ewha Womans Univ,BULLETIN OF THE KOREAN CHEMICAL SOCIETY,1.241,9/7/2021,9,500,0.018,Ir,Co,None,None,Ir0.75Co0.25,75,25,0,0,25,480,1,0,0,0,500,3,60,0,0,1,0,0.8488,0,0,0,10,1,0,252
10.1002/bkcs.12382,South Korea,Ewha Womans Univ,BULLETIN OF THE KOREAN CHEMICAL SOCIETY,1.241,9/7/2021,9,500,0.018,Ir,Co,None,None,Ir0.50Co0.5,50,50,0,0,25,480,1,0,0,0,500,3,60,0,0,1,0,0.8488,0,0,0,10,1,0,244
10.1002/bkcs.12382,South Korea,Ewha Womans Univ,BULLETIN OF THE KOREAN CHEMICAL SOCIETY,1.241,9/7/2021,9,500,0.018,Co,Ir,None,None,Ir0.25Co0.75,75,25,0,0,25,480,1,0,0,0,500,3,60,0,0,1,0,0.8488,0,0,0,10,1,0,249
10.1016/j.ceramint.2021.05.166,Peoples R China,Zhengzhou Univ,CERAMICS INTERNATIONAL,5.532,8/5/2021,8,533,0.015009381,S,Mo,Co,None,Co-MoS2,78.94736842,18.42105263,2.631578947,0,200,1200,0,0,0,0,25,0,0,0,0,0,0,0.112,0,0,1,5,1,,226
10.1007/s12274-021-3843-8,Peoples R China,Shenzhen Univ,NANO RESEARCH,10.269,9/28/2021,12,479,0.025052192,Ru,Sr,None,None,SrRuO3,50,50,0,0,25,,1,0,0,1,1200,,600,0,0,0,0,0.5,0,0,0,10,1,,190
10.1007/s12274-021-3843-8,Peoples R China,Shenzhen Univ,NANO RESEARCH,10.269,9/28/2021,12,479,0.025052192,Ru,None,None,None,RuO2,100,0,0,0,25,,1,0,0,1,800,,600,0,0,0,0,0.5,0,0,0,10,1,,300
10.1007/s12274-021-3603-9,Peoples R China,Xiamen Univ,NANO RESEARCH,10.269,9/19/2021,13,488,0.026639344,Te,Ir,None,None,Ir-Te NWs,66.66666667,33.33333333,0,0,200,30,0,0,1,0,25,0,0,0,0,0,0,0.02333,0,0,0,5,1,,284
10.1016/j.cej.2020.127696,South Korea,Chung Ang Univ,CHEMICAL ENGINEERING JOURNAL,16.744,7/7/2021,10,562,0.017793594,Ir,Ni,None,None,Ir CP,90,10,0,0,70,120,0,0,0,0,25,0,0,0,0,0,0,0.0627,0,0,1,5,1,0,261
10.1016/j.cej.2020.127696,South Korea,Chung Ang Univ,CHEMICAL ENGINEERING JOURNAL,16.744,7/7/2021,10,562,0.017793594,Ir,Ni,None,None,TC-IrOx/CP-1,90,10,0,0,70,120,0,0,0,0,300,10,30,0,0,0,0,0.0627,0,0,1,5,1,0,270
10.1016/j.cej.2020.127696,South Korea,Chung Ang Univ,CHEMICAL ENGINEERING JOURNAL,16.744,7/7/2021,10,562,0.017793594,Ir,Ni,None,None,TC-IrOx/CP-2,90,10,0,0,70,120,0,0,0,0,400,10,30,0,0,0,0,0.0627,0,0,1,5,1,0,293
10.1016/j.cej.2020.127696,South Korea,Chung Ang Univ,CHEMICAL ENGINEERING JOURNAL,16.744,7/7/2021,10,562,0.017793594,Ir,Ni,None,None,TC-IrOx/CP-3,90,10,0,0,70,120,0,0,0,0,500,10,30,0,0,0,0,0.0627,0,0,1,5,1,0,314
10.1038/s41467-021-26025-0,South Korea,Inst Basic Sci IBS,NATURE COMMUNICATIONS,17.694,10/15/2021,29,462,0.062770563,Ir,Mo,None,None,Ir-MoO3,50,50,0,0,80,720,1,0,0,0,500,5,180,0,0,0,0,0.5,0,0,1,5,1,0,156
10.1038/s41467-021-23390-8,USA,Univ Wisconsin,NATURE COMMUNICATIONS,17.694,7/1/2021,102,568,0.179577465,Co,Ce,None,None,10at%Ce-Co3O4,90,10,0,0,80,360,0,0,0,0,400,,60,0,0,0,0,490,0,0,1,5,1,,423
10.1038/s41467-021-23390-8,USA,Univ Wisconsin,NATURE COMMUNICATIONS,17.694,7/1/2021,102,568,0.179577465,Co,None,None,None,Co3O4,100,0,0,0,80,360,0,0,0,0,400,,60,0,0,0,0,490,0,0,1,5,1,,507
10.1038/s41467-021-23390-8,USA,Univ Wisconsin,NATURE COMMUNICATIONS,17.694,7/1/2021,102,568,0.179577465,Co,Ce,None,None,5at%Ce-Co3O4,95,5,0,0,80,360,0,0,0,0,400,,60,0,0,0,0,490,0,0,1,5,1,,442
10.1038/s41467-021-23390-8,USA,Univ Wisconsin,NATURE COMMUNICATIONS,17.694,7/1/2021,102,568,0.179577465,Co,Ce,None,None,20at%Ce-Co3O4,88.88888889,11.11111111,0,0,80,360,0,0,0,0,400,,60,0,0,0,0,490,0,0,1,5,1,,454
10.1038/s41467-021-23390-8,USA,Univ Wisconsin,NATURE COMMUNICATIONS,17.694,7/1/2021,102,568,0.179577465,Co,Ce,None,None,10at%Ce-Co3O4,90,10,0,0,80,360,0,0,0,0,300,,60,0,0,0,0,490,0,0,1,5,1,,415
10.1038/s41467-021-23390-8,USA,Univ Wisconsin,NATURE COMMUNICATIONS,17.694,7/1/2021,102,568,0.179577465,Co,Ce,None,None,10at%Ce-Co3O4,90,10,0,0,80,360,0,0,0,0,500,,60,0,0,0,0,490,0,0,1,5,1,,411
10.1021/acsnano.1c00266,Peoples R China,Hong Kong Polytech Univ,ACS NANO,18.027,6/19/2021,21,580,0.036206897,Ru,Y,None,None,YRO,50,50,0,0,80,720,0,0,0,0,900,,360,0,0,0,0,0.071,0.284,0,0,5,1,1,310
10.1021/acsnano.1c00266,Peoples R China,Hong Kong Polytech Univ,ACS NANO,18.027,6/19/2021,21,580,0.036206897,Ru,Y,Sr,None,YSRO-5,50,47.5,2.5,0,80,720,0,0,0,0,900,,360,0,0,0,0,0.071,0.284,0,0,5,1,1,283
10.1021/acsnano.1c00266,Peoples R China,Hong Kong Polytech Univ,ACS NANO,18.027,6/19/2021,21,580,0.036206897,Ru,Y,Sr,None,YSRO-10,50,45,5,0,80,720,0,0,0,0,900,,360,0,0,0,0,0.071,0.284,0,0,5,1,1,273
10.1021/acsnano.1c00266,Peoples R China,Hong Kong Polytech Univ,ACS NANO,18.027,6/19/2021,21,580,0.036206897,Ru,Y,Sr,None,YSRO-15,50,42.5,7.5,0,80,720,0,0,0,0,900,,360,0,0,0,0,0.071,0.284,0,0,5,1,1,265
10.1021/acsnano.1c00266,Peoples R China,Hong Kong Polytech Univ,ACS NANO,18.027,6/19/2021,21,580,0.036206897,Ru,Y,Sr,None,YSRO-20,50,40,10,0,80,720,0,0,0,0,900,,360,0,0,0,0,0.071,0.284,0,0,5,1,1,269
10.1016/j.jcis.2021.12.150,Peoples R China,Univ Jinan,JOURNAL OF COLLOID AND INTERFACE SCIENCE,9.965,2/17/2022,1,337,0.002967359,Ru,None,None,None,Ru@FLC-600,100,0,0,0,25,120,0,0,0,0,600,2,120,0,0,1,0,0.166666666,0.833333333,0,1,2,1,,296
10.1016/j.jcis.2021.12.150,Peoples R China,Univ Jinan,JOURNAL OF COLLOID AND INTERFACE SCIENCE,9.965,2/17/2022,1,337,0.002967359,Ru,None,None,None,Ru@FLC-700,100,0,0,0,25,120,0,0,0,0,700,2,120,0,0,1,0,0.166666666,0.833333333,0,1,2,1,,283
10.1016/j.jcis.2021.12.150,Peoples R China,Univ Jinan,JOURNAL OF COLLOID AND INTERFACE SCIENCE,9.965,2/17/2022,1,337,0.002967359,Ru,None,None,None,Ru@FLC-800,100,0,0,0,25,120,0,0,0,0,800,2,120,0,0,1,0,0.166666666,0.833333333,0,1,2,1,,257
10.1016/j.jcis.2021.12.150,Peoples R China,Univ Jinan,JOURNAL OF COLLOID AND INTERFACE SCIENCE,9.965,2/17/2022,1,337,0.002967359,Ru,None,None,None,Ru@FLC-900,100,0,0,0,25,120,0,0,0,0,900,2,120,0,0,1,0,0.166666666,0.833333333,0,1,2,1,,270
10.1038/s41467-021-24181-x,France,Univ Paris,NATURE COMMUNICATIONS,17.694,7/21/2021,19,548,0.034671533,Mo,Ir,None,None,Ir10Mo90,90,10,0,0,25,40,1,0,0,0,400,2,15,0,0,0,0,0.163,0.326,0,0,10,0.1,,283
10.1038/s41467-021-24181-x,France,Univ Paris,NATURE COMMUNICATIONS,17.694,7/21/2021,19,548,0.034671533,Mo,Ir,None,None,Ir10Mo90,90,10,0,0,25,40,1,0,0,0,450,2,15,0,0,0,0,0.163,0.326,0,0,10,0.1,,258
10.1038/s41467-021-24181-x,France,Univ Paris,NATURE COMMUNICATIONS,17.694,7/21/2021,19,548,0.034671533,Mo,Ir,None,None,Ir30Mo70,70,30,0,0,25,40,1,0,0,0,450,2,15,0,0,0,0,0.163,0.326,0,0,10,0.1,,277
10.1038/s41467-021-24181-x,France,Univ Paris,NATURE COMMUNICATIONS,17.694,7/21/2021,19,548,0.034671533,Mo,Ir,None,None,Ir30Mo70,70,30,0,0,25,40,1,0,0,0,500,2,15,0,0,0,0,0.163,0.326,0,0,10,0.1,,274
10.1038/s41467-021-24181-x,France,Univ Paris,NATURE COMMUNICATIONS,17.694,7/21/2021,19,548,0.034671533,Mo,Ir,None,None,Ir30Mo70,70,30,0,0,25,40,1,0,0,0,550,2,15,0,0,0,0,0.163,0.326,0,0,10,0.1,,286
10.1038/s41467-021-24181-x,France,Univ Paris,NATURE COMMUNICATIONS,17.694,7/21/2021,19,548,0.034671533,Mo,Ir,None,None,Ir30Mo70,70,30,0,0,25,40,1,0,0,0,600,2,15,0,0,0,0,0.163,0.326,0,0,10,0.1,,312
10.1038/s41467-021-24181-x,France,Univ Paris,NATURE COMMUNICATIONS,17.694,7/21/2021,19,548,0.034671533,Ir,Mo,None,None,Ir50Mo50,50,50,0,0,25,40,1,0,0,0,500,2,15,0,0,0,0,0.163,0.326,0,0,10,0.1,,290
10.1038/s41467-021-24181-x,France,Univ Paris,NATURE COMMUNICATIONS,17.694,7/21/2021,19,548,0.034671533,Ir,Mo,None,None,Ir50Mo50,50,50,0,0,25,40,1,0,0,0,550,2,15,0,0,0,0,0.163,0.326,0,0,10,0.1,,274
