DOI,Country,Facility,Journal,Impact Factor,Published Date,Cited Times,Number of days until 01/20/2023,Average cited times per day,Metal_Dopant_1,Metal_Dopant_2,Metal_Dopant_3,Metal_Dopant_4,Sample Name,Metal_Dopant_1 Proportion in Precursor ,Metal_Dopant_2 Proportion in Precursor ,Metal_Dopant_3 Proportion in Precursor ,Metal_Dopant_4 Proportion in Precursor ,Hydrothermal Temperature (Celcius degree),Hydrothermal Time (min),Hydrothermal Still/Strring (0/1),Hydrothermal Strong Reductant in Liquid (0/1),Hydrothermal Weak Reductant in Liquid (0/1),Mixed in Solid or Liquid (0/1),Annealing Temperature (Celcius Degree),Annealing Temerature Rising Rate (Celcius Degree min-1),Annealing Time (min),Annealing Still/Strring (0/1),Annealing Atomosphere Inert (0/1),Annealing Atomosphere Reductive (0/1),Post-processing Acid Wash etc. (0/1),Catalyst Loading (mg cm -2),Support Material Loading (mg cm -2),Support is not Carbon (0/1),Electrode Type_Glassy Carbon/Carbon Paper or Ti Mesh (0/1),Electrolyte Proton Concentration (M),Stability Current Density (mA cm-2),Stability Test Time (h),Log (Decay Rate) (mV/h)
10.1039/C8NH00520F,South Korea,Korea Univ,NANOSCALE HORIZONS,11.684,7/1/2019,34,1299,0.02617398,Ni,Ir,Cu,Au,ACIN-HF,57.14285714,28.57142857,0.071428571,0.071428571,260,40,1,0,1,0,25,0,0,0,0,0,0,0.019379845,0.07751938,0,0,0.1,10,24,0.469822016
10.1039/C8NH00520F,South Korea,Korea Univ,NANOSCALE HORIZONS,11.684,7/1/2019,34,1299,0.02617398,Ni,Ir,Cu,None,CIN-SF,50,25,0.25,0,260,40,1,0,1,0,25,0,0,0,0,0,0,0.011402509,0.045610034,0,0,0.1,10,24,0.712649702
10.1002/aenm.201802136,France,Sorbonne Univ,ADVANCED ENERGY MATERIALS,29.698,2/5/2019,59,1445,0.04083045,Ir,Ru,None,None,Ir0.7Ru0.3O2-450,70,30,0,0,25,30,1,0,0,0,450,2,15,0,0,0,0,0.089681528,0.179363056,0,0,0.1,1,0.277777,1.971275849
10.1039/C3TA01458D,USA,Univ Pittsburgh,JOURNAL OF MATERIALS CHEMISTRY A,14.511,3/27/2013,56,3586,0.015616286,Sn,Ir,F,None,Sn0.8Ir0.2-10F,73.73271889,18.43317972,0.078341014,0,25,0,1,0,0,0,400,,240,0,0,0,0,0.3,0,0,1,2,14,24,0.564666064
10.1016/j.nanoen.2016.04.035,Saudi Arabia,KAUST,NANO ENERGY,19.069,7/6/2016,134,2389,0.056090414,Co,None,None,None,Co3O4/CP,100,0,0,0,25,240,0,0,0,0,350,2.9166666,240,0,0,0,0,5.04,0,0,1,1,100,68.9,0.614897216
10.1016/j.nanoen.2016.04.035,Saudi Arabia,KAUST,NANO ENERGY,19.069,7/6/2016,134,2389,0.056090414,Co,None,None,None,Co3O4/CP(air 5h),100,0,0,0,25,240,0,0,0,0,350,2.9166666,300,0,0,0,0,5.04,0,0,1,1,100,56.4,0.702430536
10.1016/j.nanoen.2016.04.035,Saudi Arabia,KAUST,NANO ENERGY,19.069,7/6/2016,134,2389,0.056090414,Co,None,None,None,Co3O4(vaccum 1h),100,0,0,0,25,240,0,0,0,0,350,2.9166666,60,0,1,0,0,5.04,0,0,1,1,100,8.8,1.508798965
10.1016/j.apcatb.2018.11.071,Peoples R China,Harbin Inst Technol,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,2/19/2019,74,1431,0.051712089,Ru,Y,Zn,None,YZRO,63.22874558,34.02104156,0.027502129,0,85,480,1,0,0,0,1050,5,720,0,0,0,0,0.2038216,0.04076432,0,0,1,1,8.51,0.371067862
10.1016/j.apcatb.2018.11.071,Peoples R China,Harbin Inst Technol,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,2/19/2019,74,1431,0.051712089,Ru,Y,Zn,None,YZRO,63.22874558,34.02104156,0.027502129,0,85,480,1,0,0,0,1050,5,720,0,0,0,0,0.2038216,0.04076432,0,0,1,10,6,0.790285164
10.1021/acsaem.0c00139,Peoples R China,East China Univ Sci & Technol,ACS APPLIED ENERGY MATERIALS,6.959,6/17/2020,13,947,0.013727561,Mn,Ir,Ce,None,Ce-Ir-ox/Mn-1,74.45754127,21.22392134,0.043185374,0,150,720,0,0,0,0,400,,300,0,0,0,0,0.081241565,0.118758435,1,1,0.1,10,8.333333333,1.037426498
10.1021/acsaem.0c00139,Peoples R China,East China Univ Sci & Technol,ACS APPLIED ENERGY MATERIALS,6.959,6/17/2020,13,947,0.013727561,Mn,Ir,Ce,None,Ce-Ir-ox/Mn-2,71.37517754,20.34530187,0.082795206,0,150,720,0,0,0,0,400,,300,0,0,0,0,0.075942783,0.124057217,1,1,0.1,10,8.333333333,1.018284308
10.1021/acsaem.0c00139,Peoples R China,East China Univ Sci & Technol,ACS APPLIED ENERGY MATERIALS,6.959,6/17/2020,13,947,0.013727561,Mn,Ir,Ce,None,Ce-Ir-ox/Mn-3,68.53787385,19.5365361,0.1192559,0,150,720,0,0,0,0,400,,300,0,0,0,0,0.070712401,0.129287599,1,1,0.1,10,8.333333333,0.870403905
10.1021/acsaem.0c00139,Peoples R China,East China Univ Sci & Technol,ACS APPLIED ENERGY MATERIALS,6.959,6/17/2020,13,947,0.013727561,Mn,Ir,Ce,None,Ce-Ir-ox/Mn-4,65.91752267,18.78961207,0.152928653,0,150,720,0,0,0,0,400,,300,0,0,0,0,0.065425532,0.134574468,1,1,0.1,10,8.333333333,0.833147112
10.1021/acs.chemmater.8b03620,Peoples R China,Soochow Univ,CHEMISTRY OF MATERIALS,10.508,1/4/2019,58,1477,0.039268788,Cu,Ir,None,None,P-IrCu1.4,58.33333333,41.66666667,0,0,200,300,0,0,1,0,25,0,0,0,0,0,1,0.088,0.352,0,0,0.1,10,10,0.672097858
10.1021/acscatal.2c00856,South Korea,Sogang Univ,ACS CATALYSIS,13.7,6/24/2022,1,210,0.004761905,Co,Ir,None,None,dotf-IrCo5,83.33333333,16.66666667,0,0,25,,0,0,0,0,1100,,1.166666667,0,0,1,0,0.0258,0,0,1,0.1,1,100,-2.01
10.1021/acscatal.2c00856,South Korea,Sogang Univ,ACS CATALYSIS,13.7,6/24/2022,1,210,0.004761905,Co,Ir,None,None,dotf-IrCo5,83.33333333,16.66666667,0,0,25,,0,0,0,0,1100,,1.166666667,0,0,1,0,0.0258,0,0,1,0.1,10,30,-2.07
10.1016/j.nanoen.2017.07.054,Germany,Tech Univ Dresden,NANO ENERGY,19.069,10/1/2017,102,1937,0.052658751,Ir,None,None,None,Ir/GF,100,0,0,0,25,480,0,0,0,0,900,,120,0,1,0,0,0.048462,0.771538,0,1,1,10,10,0.662757832
10.1016/j.nanoen.2017.07.054,Germany,Tech Univ Dresden,NANO ENERGY,19.069,10/1/2017,102,1937,0.052658751,Ir,None,None,None,Ir/GF,100,0,0,0,25,480,0,0,0,0,900,,120,0,1,0,0,0.048462,0.771538,0,1,1,500,10,0.73239376
10.1016/j.cej.2022.135699,Peoples R China,Taiyuan Univ Technol,CHEMICAL ENGINEERING JOURNAL,16.744,4/29/2022,8,266,0.030075188,La,Ru,None,None,La-RuO2-400,79.9865196,20.0134804,0,0,120,600,0,0,0,0,400,,120,0,0,0,0,1,0,0,1,1,10,28,0.1430148
10.1039/D2TA00966H,Peoples R China,Qingdao Univ Sci & Technol,JOURNAL OF MATERIALS CHEMISTRY A,14.511,4/6/2022,2,289,0.006920415,Ru,Ho,None,None,HRO,50,50,0,0,25,720,1,0,0,0,900,1,360,0,0,0,0,0.2,0,0,0,0.1,1,60,-0.37675071
10.1039/D2TA00966H,Peoples R China,Qingdao Univ Sci & Technol,JOURNAL OF MATERIALS CHEMISTRY A,14.511,4/6/2022,2,289,0.006920415,Ru,Ho,None,None,HRO,50,50,0,0,25,720,1,0,0,0,900,1,360,0,0,0,0,0.2,0,0,0,0.1,10,11,0.803457116
10.1021/acsnano.1c00266,Peoples R China,Hong Kong Polytech Univ,ACS NANO,18.027,6/19/2021,21,580,0.036206897,Sr,Ir,Ru,None,Sr2(Ru0.2Ir0.8)O4,69.21815502,23.86226449,0.069195805,0,25,120,1,0,0,0,1200,3,15,0,0,0,0,0.25,0.25,0,0,0.1,10,24,0.506505032
10.1021/acsnano.1c00266,Peoples R China,Hong Kong Polytech Univ,ACS NANO,18.027,6/19/2021,21,580,0.036206897,Sr,Ir,Ru,None,Sr2(Ru0.4Ir0.6)O4,68.55952767,17.73299428,0.13707478,0,25,120,1,0,0,0,1200,3,15,0,0,0,0,0.25,0.25,0,0,0.1,10,24,0.5132176
10.1021/acsnano.1c00266,Peoples R China,Hong Kong Polytech Univ,ACS NANO,18.027,6/19/2021,21,580,0.036206897,Sr,Ru,Ir,None,Sr2(Ru0.5Ir0.5)O4,68.21739837,17.07448021,0.147081214,0,25,120,1,0,0,0,1200,3,15,0,0,0,0,0.25,0.25,0,0,0.1,10,24,0.598790507
10.1021/acsnano.1c00266,Peoples R China,Hong Kong Polytech Univ,ACS NANO,18.027,6/19/2021,21,580,0.036206897,Sr,Ru,Ir,None,Sr2(Ru0.6Ir0.4)O4,67.93104674,20.37273367,0.116962196,0,25,120,1,0,0,0,1200,3,15,0,0,0,0,0.25,0.25,0,0,0.1,10,24,0.711807229
10.1021/acsnano.1c00266,Peoples R China,Hong Kong Polytech Univ,ACS NANO,18.027,6/19/2021,21,580,0.036206897,Sr,Ru,Ir,None,Sr2(Ru0.8Ir0.2)O4,67.29657368,26.90993761,0.057934887,0,25,120,1,0,0,0,1200,3,15,0,0,0,0,0.25,0.25,0,0,0.1,10,17.777,0.912222057
10.1021/acsnano.1c00266,Peoples R China,Hong Kong Polytech Univ,ACS NANO,18.027,6/19/2021,21,580,0.036206897,Sr,Ir,None,None,Sr2IrO4,69.88955952,30.11044048,0,0,25,120,1,0,0,0,1200,3,15,0,0,0,0,0.25,0.25,0,0,0.1,10,24,0.769377326
10.1021/acs.energyfuels.0c01581,Peoples R China,Qingdao Univ,ENERGY & FUELS,4.654,9/14/2020,11,858,0.012820513,Cu,Ir,None,None,Ir0.60Cu0.40,70.48381056,29.51618944,0,0,25,20,1,0,0,0,240,,60,0,0,0,0,0.018577778,0.151187495,0,0,0.1,5,8.333333333,0.987666265
10.1016/j.elecom.2020.106877,South Korea,Korea Inst Energy Res,ELECTROCHEMISTRY COMMUNICATIONS,5.443,2/3/2021,6,716,0.008379888,Ir,None,None,None,Ir/B 4 C (10 wt%),100,0,0,0,25,2880,1,1,0,0,25,0,0,0,0,0,0,0.00196,0.01764,1,0,0.1,1,15,0.328379603
10.1016/j.elecom.2020.106877,South Korea,Korea Inst Energy Res,ELECTROCHEMISTRY COMMUNICATIONS,5.443,2/3/2021,6,716,0.008379888,Ir,None,None,None,Ir/B 4 C (10 wt%),100,0,0,0,25,2880,1,1,0,0,25,0,0,0,0,0,0,0.00196,0.01764,1,0,0.1,10,3,0.669316881
10.1002/aenm.202102883,Peoples R China,Harbin Inst Technol,ADVANCED ENERGY MATERIALS,29.698,11/18/2021,7,428,0.01635514,Ru,Ir,None,None,Ru1Ir1Ox,50,50,0,0,50,600,1,0,0,0,450,10,60,0,0,0,0,0.15,0,0,1,1,10,110,-0.602059991
10.1002/aenm.202102883,Peoples R China,Harbin Inst Technol,ADVANCED ENERGY MATERIALS,29.698,11/18/2021,7,428,0.01635514,Ru,Ir,None,None,Ru1Ir1Ox,50,50,0,0,50,600,1,0,0,0,450,10,60,0,0,0,0,0.15,0,0,1,1,100,110,-0.408935393
10.1021/jacs.1c11241,Peoples R China,Fudan Univ,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,16.383,4/27/2022,20,268,0.074626866,Ir,None,None,None,Ir-IrOx/C-20,100,0,0,0,25,720,1,0,0,0,450,1,120,0,1,0,0,0.204,0,0,0,1,10,6,1.507451061
10.1016/j.nanoen.2019.05.034,Peoples R China,Southwest Univ,NANO ENERGY,19.069,7/24/2019,96,1276,0.07523511,Ir,None,None,None,Ir@N-G-750,100,0,0,0,25,60,1,0,0,0,650,5,180,0,1,0,0,0.010791325,0.325387019,0,0,1,20,20,0.06069784
10.1016/j.cej.2021.129604,Peoples R China,Qingdao Univ Sci & Technol,CHEMICAL ENGINEERING JOURNAL,16.744,7/5/2021,10,564,0.017730496,Sr,Ir,None,None,SrIrO-1100,50.67965588,49.32034412,0,0,25,720,1,0,0,0,1100,5,180,0,0,0,0,0.404,0,0,0,0.1,10,40,0.537819095
10.1016/j.cej.2021.129604,Peoples R China,Qingdao Univ Sci & Technol,CHEMICAL ENGINEERING JOURNAL,16.744,7/5/2021,10,564,0.017730496,Sr,Ir,None,None,6H-SrIrO 3,50,50,0,0,25,,1,0,0,1,850,,720,0,0,0,0,0.404,0,0,0,0.1,10,26.5,0.921166051
10.1016/j.cej.2021.129604,Peoples R China,Qingdao Univ Sci & Technol,CHEMICAL ENGINEERING JOURNAL,16.744,7/5/2021,10,564,0.017730496,Sr,Ir,None,None,SrIrO-1100,50.67965588,49.32034412,0,0,25,720,1,0,0,0,1100,5,180,0,0,0,0,0.404,0,0,0,1,10,10,0.84509804
10.1016/j.cej.2021.129604,Peoples R China,Qingdao Univ Sci & Technol,CHEMICAL ENGINEERING JOURNAL,16.744,7/5/2021,10,564,0.017730496,Sr,Ir,None,None,6H-SrIrO 3,50,50,0,0,25,,1,0,0,1,850,,720,0,0,0,0,0.404,0,0,0,1,10,7.5,1.610660163
10.1021/acsaem.9b01642,Wales,Cardiff Univ,ACS APPLIED ENERGY MATERIALS,6.959,2/21/2020,16,1064,0.015037594,Li,Ir,None,None,IrOx-Li2CO3,94.11764706,5.882352941,0,0,25,960,1,0,0,0,25,0,0,0,0,0,0,0.1,0,0,0,0.1,10,2,1.204119983
10.1021/acsaem.9b01642,Wales,Cardiff Univ,ACS APPLIED ENERGY MATERIALS,6.959,2/21/2020,16,1064,0.015037594,Li,Ir,None,None,IrOx-LiOH,88.88888889,11.11111111,0,0,25,960,1,0,0,0,25,0,0,0,0,0,0,0.1,0,0,0,0.1,10,2,2.031408464
10.1021/acs.chemmater.0c00081,Peoples R China,Jilin Univ,CHEMISTRY OF MATERIALS,10.508,6/5/2020,18,959,0.018769552,Ba,Ir,Ti,None,Ba3TiIr2O9,50,33.33333333,0.166666667,0,25,,1,0,0,1,1100,,2160,0,0,0,0,0.282942121,0,0,0,0.1,10,20,0.071882007
10.1021/acs.chemmater.0c00081,Peoples R China,Jilin Univ,CHEMISTRY OF MATERIALS,10.508,6/5/2020,18,959,0.018769552,Ba,Ir,In,None,Ba3InIr2O9,50,33.33333333,0.166666667,0,25,,1,0,0,1,1100,,2160,0,0,0,0,0.282942121,0,0,0,0.1,10,8.2,0.864511081
10.1039/D1NR01795K,Peoples R China,Hainan Univ,NANOSCALE,8.307,8/17/2021,4,521,0.007677543,Ir,Mn,None,None,Ir@β-Mn-4,80,20,0,0,150,720,0,0,0,0,400,,360,0,0,0,0,0.075,0.125,1,1,0.1,20,11.11111111,0.498310554
10.1039/D1NR01795K,Peoples R China,Hainan Univ,NANOSCALE,8.307,8/17/2021,4,521,0.007677543,Ir,None,None,None,IrO2-cry-400,100,0,0,0,150,720,0,0,0,0,400,,360,0,0,0,0,0.2,0,0,1,0.1,20,11.11111111,0.73239376
10.1039/D1NR01795K,Peoples R China,Hainan Univ,NANOSCALE,8.307,8/17/2021,4,521,0.007677543,Ir,Mn,None,None,Ir@β-Mn-4,80,20,0,0,150,720,0,0,0,0,400,,360,0,0,0,0,0.075,0.125,1,1,0.1,10,5.555555556,0.872156273
10.1039/D1NR01795K,Peoples R China,Hainan Univ,NANOSCALE,8.307,8/17/2021,4,521,0.007677543,Ir,None,None,None,IrO2-cry-400,100,0,0,0,150,720,0,0,0,0,400,,360,0,0,0,0,0.2,0,0,1,0.1,10,5.555555556,0.971739591
10.1021/acsami.9b19352,Peoples R China,Harbin Inst Technol,ACS APPLIED MATERIALS & INTERFACES,10.383,2/17/2020,28,1068,0.026217228,Ru,Y,None,None,Y 2 Ru 2 O 7-δ,50,50,0,0,80,480,1,0,0,0,1050,,720,0,0,0,0,0.206666667,0.041333333,0,0,1,10,5.2,0.58546073
10.1021/acsenergylett.0c01384,Peoples R China,Wuhan Univ Technol,ACS ENERGY LETTERS,23.991,10/6/2020,66,836,0.078947368,B,Ru,None,None,RuB2,80,20,0,0,25,,1,0,0,1,900,,120,0,0,0,0,0.571,0,0,0,1,10,10,0.579783597
10.1002/smtd.201900129,Peoples R China,Peking Univ,SMALL METHODS,15.367,6/30/2020,54,934,0.057815846,Ir,Ni,None,None,IrNi NF,77,23,0,0,250,180,1,0,1,0,25,0,0,0,0,0,0,0.011136242,0,0,0,0.1,20,4,1.113943352
10.1021/acsami.8b08717,Peoples R China,Wuhan Univ,ACS APPLIED MATERIALS & INTERFACES,10.383,12/28/2018,56,1484,0.037735849,Ir,Co,None,None,IrCo0.65,60.60606061,39.39393939,0,0,280,120,1,0,1,0,25,0,0,0,1,0,0,0.018,0.072,0,0,0.1,5,5.56,0.1430148
10.1002/adfm.202004375,Peoples R China,Soochow Univ,ADVANCED FUNCTIONAL MATERIALS,19.924,9/18/2020,60,854,0.070257611,Te,Ir,None,None,DO-IrTe2,66.66666667,33.33333333,0,0,200,600,0,0,1,0,25,0,0,0,0,0,0,0.050955414,0.203821656,0,0,1,10,2.777777778,0.670245853
10.1021/acsami.0c01937,Peoples R China,Shaanxi Normal Univ,ACS APPLIED MATERIALS & INTERFACES,10.383,4/30/2020,54,995,0.054271357,Ir,None,None,None,Ir NT,100,0,0,0,160,720,0,0,1,0,25,0,0,0,0,0,0,0.5823,0,0,0,0.1,5,4.5,1.018700499
10.1016/j.apcatb.2018.10.041,Peoples R China,East China Univ Sci & Technol,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,2/19/2019,75,1431,0.052410901,Ni,Co,Ir,None,Ir0.12NiCo0.88O4,50,44,0.06,0,200,600,0,0,0,0,400,,600,0,0,0,0,0.2,0,0,1,0.1,10,6.62,1.540954809
10.1016/j.apcatb.2018.10.041,Peoples R China,East China Univ Sci & Technol,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,2/19/2019,75,1431,0.052410901,Ni,Co,Ir,None,Ir0.2NiCo0.8O4,50,40,0.1,0,200,600,0,0,0,0,400,,600,0,0,0,0,0.2,0,0,1,0.1,10,11.111,0.64246452
10.1016/j.apcatb.2018.10.041,Peoples R China,East China Univ Sci & Technol,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,2/19/2019,75,1431,0.052410901,Ni,Co,Ir,None,Ir0.25NiCo0.75O4,50,37.5,0.125,0,200,600,0,0,0,0,400,,600,0,0,0,0,0.2,0,0,1,0.1,10,11.111,1.138618434
10.1002/cctc.201901411,Peoples R China,Xi An Jiao Tong Univ,CHEMCATCHEM,5.501,12/10/2019,32,1137,0.028144239,Ir,Cr,None,None,Ir0.6Cr0.4Ox-350,60,40,0,0,25,480,1,0,0,0,350,3,360,0,0,0,0,0.56,0,0,1,1,10,25,0.064457989
10.1002/cctc.201801312,India,Indian Assoc Cultivat Sci,CHEMCATCHEM,5.501,2/13/2019,53,1437,0.036882394,Sn,Ir,None,None,IrO2@MTO-S,99.98267272,0.017327276,0,0,95,120,1,0,0,0,300,,30,0,0,0,0,0.044829,1.485171,1,0,1,10,12,0.243038049
10.1039/D1TA09849G,Peoples R China,Qingdao Univ Sci & Technol,JOURNAL OF MATERIALS CHEMISTRY A,14.511,1/27/2022,4,358,0.011173184,La,Ir,Li,None,IrO 2 /LiLa 2 IrO 6-1200,53.33333333,33.33333333,0.133333333,0,25,,1,0,0,1,1200,2,240,0,0,0,0,1,0.2,0,1,0.1,10,12.5,1.212720154
10.1007/s40843-020-1598-5,Peoples R China,Qingdao Univ Sci & Technol,SCIENCE CHINA-MATERIALS,8.64,3/27/2021,8,664,0.012048193,Pr,Ir,None,None,Pr3IrO7-1200,66.66666667,33.33333333,0,0,25,,1,0,0,1,1200,,240,0,0,0,0,2.857142,0,0,0,0.1,10,16.66666667,0.635483747
10.1039/C4SC01065E,Germany,Tech Univ Berlin,CHEMICAL SCIENCE,9.969,8/8/2014,229,3087,0.074182054,Ni,Ir,None,None,SO-IrNi3.3,75,25,0,0,240,60,1,0,1,0,400,,240,0,0,1,0,0.020368125,0.046298542,0,0,0.1,10,3,0.824125834
10.1039/C9NR01690B,Peoples R China,Wuhan Univ,NANOSCALE,8.307,6/14/2019,48,1316,0.036474164,Ir,W,None,None,Ir0.5W0.5,50,50,0,0,280,120,0,0,1,0,25,0,0,0,1,0,0,0.012,0.048,0,0,0.1,10,8.333333333,0.255272505
10.1039/C9NR01690B,Peoples R China,Wuhan Univ,NANOSCALE,8.307,6/14/2019,48,1316,0.036474164,Ir,None,None,None,Ir,100,0,0,0,280,120,0,0,1,0,25,0,0,0,1,0,0,0.012,0.048,0,0,0.1,10,6.25,1.023663918
10.1021/acssuschemeng.9b03982,South Korea,Sungkyunkwan Univ,ACS SUSTAINABLE CHEMISTRY & ENGINEERING,9.224,10/25/2019,16,1183,0.013524937,Co,Ir,None,None,ICO PCSHS-400,90.90909091,9.090909091,0,0,255,30,1,0,1,0,400,1,120,0,0,0,0,0.039,0.241,0,0,0.1,10,8,0.77815125
10.1016/j.apcatb.2021.120442,Peoples R China,Harbin Inst Technol,APPLIED CATALYSIS B-ENVIRONMENTAL,24.319,10/2/2021,50,475,0.105263158,Co,Mn,Ru,None,"RuO2/(Co,Mn)3O4/CC Co:Mn=1:1",48.82308634,48.82308634,0.023538273,0,170,480,0,0,1,0,350,2,120,0,0,0,0,2.411414499,0,0,1,1,10,24,0.737192643
10.1002/anie.201907017,Australia,Univ Wollongong,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,8/27/2019,131,1242,0.10547504,Ir,None,None,None,40-IG,100,0,0,0,180,240,0,0,0,0,350,,120,0,0,0,0,0.081632653,0.12244898,0,0,1,20,4.166666667,0.79518459
10.1021/jacs.8b05206,Japan,Natl Inst Mat Sci,JOURNAL OF THE AMERICAN CHEMICAL SOCIETY,16.383,12/28/2018,253,1484,0.170485175,Ir,None,None,None,Mesoporous Ir nanosheets,100,0,0,0,80,300,0,0,1,0,150,,15,0,1,0,0,0.137142857,0.291428571,0,0,1,10,8,0.698970004
10.1039/C9CC09613B,Peoples R China,Dalian Jiaotong Univ,CHEMICAL COMMUNICATIONS,6.065,2/26/2020,23,1059,0.021718602,Mg,Ru,None,None,Mg-RuO2-350,65.2152769,34.7847231,0,0,25,840,1,0,0,0,300,,240,0,0,0,0,0.275,,0,0,1,10,30,0.669316881
10.1002/cssc.201601864,Germany,Max Planck Gesell,CHEMSUSCHEM,9.14,5/9/2017,30,2082,0.014409222,Ir,None,None,None,Ir 5:1,100,0,0,0,250,60,0,0,1,0,25,0,0,0,0,0,0,0.02,0,0,0,1,15,23.75014,0.176091259
10.1002/cssc.201601864,Germany,Max Planck Gesell,CHEMSUSCHEM,9.14,5/9/2017,30,2082,0.014409222,Ir,None,None,None,Ir 5:1,100,0,0,0,250,60,0,0,1,0,25,0,0,0,0,0,0,0.05,0,0,0,1,15,38.05872,0.086359831
10.1002/cssc.201601864,Germany,Max Planck Gesell,CHEMSUSCHEM,9.14,5/9/2017,30,2082,0.014409222,Ir,None,None,None,Ir 5:1,100,0,0,0,250,60,0,0,1,0,25,0,0,0,0,0,0,0.1,0,0,0,1,15,44.74497,0.089905111
10.1002/cnma.202000526,Peoples R China,Chinese Acad Sci,CHEMNANOMAT,3.82,1/26/2021,5,724,0.006906077,Zn,Ru,None,None,#2.5-S300,75.1068144,24.8931856,0,0,25,1440,0,0,0,0,300,,240,0,0,0,0,0.275,0,0,0,1,10,30,0.531478917
10.1021/acsenergylett.8b01338,USA,Washington State Univ,ACS ENERGY LETTERS,23.991,12/28/2018,98,1484,0.066037736,Ir,Cu,None,None,Ir3Cu,75,25,0,0,60,180,0,1,0,0,25,0,0,0,0,0,0,0.0255,0,0,0,0.1,5,12,0.783903579
10.1039/C5SC00518C,Germany,Tech Univ Berlin,CHEMICAL SCIENCE,9.969,6/17/2015,254,2774,0.091564528,Ir,None,None,None,Ir ND,100,0,0,0,70,360,1,0,1,0,25,0,0,0,0,0,0,0.0102,0,0,0,0.1,10,7.2197,1.193124598
10.1039/C5SC00518C,Germany,Tech Univ Berlin,CHEMICAL SCIENCE,9.969,6/17/2015,254,2774,0.091564528,Ir,None,None,None,Ir ND/C,100,0,0,0,70,360,1,0,1,0,25,0,0,0,0,0,0,0.0102,0.0408,0,0,0.1,10,12.56738,0.949390007
10.1039/C5SC00518C,Germany,Tech Univ Berlin,CHEMICAL SCIENCE,9.969,6/17/2015,254,2774,0.091564528,Sn,Ir,Sb,None,Ir/ATO,76.9086753,16.4036138,0.066877109,0,70,360,1,0,1,0,25,0,0,0,0,0,0,0.0102,0.0408,1,0,0.1,10,15.06546,0.404833717
10.1002/anie.201411072,Germany,Tech Univ Berlin,ANGEWANDTE CHEMIE-INTERNATIONAL EDITION,16.823,4/8/2015,314,2844,0.110407876,Sn,Ni,Ir,Sb,180,48.34218606,36.83511627,0.122783721,0.025443256,240,60,1,0,1,0,180,,240,0,0,0,0,0.020368125,0.032481616,1,0,0.1,1,20,0.311753861
10.1002/aenm.201803795,Germany,Max Planck Inst Solid State Res,ADVANCED ENERGY MATERIALS,29.698,5/15/2019,126,1346,0.093610698,Ru,Na,None,None,Nanosheet,50,50,0,0,25,,1,0,0,1,900,,720,0,0,0,0,0.2,0,0,1,0.1,10,6,1.686636269
10.1002/aenm.201803795,Germany,Max Planck Inst Solid State Res,ADVANCED ENERGY MATERIALS,29.698,5/15/2019,126,1346,0.093610698,Ru,Na,None,None,Nanosheet,50,50,0,0,25,,1,0,0,1,900,,720,0,0,0,0,0.2,0,0,1,0.1,1,6,1.243038049
10.1002/adma.202001430,Peoples R China,Jilin Univ,ADVANCED MATERIALS,32.086,7/27/2020,53,907,0.058434399,Sr,Ir,Zr,None,SZIO-1:2,66.03457892,22.86670385,0.110987172,0,180,600,0,0,0,0,700,1.7,300,0,0,0,1,0.13,0,0,0,0.1,10,20,0.653212514
10.1002/adma.202001430,Peoples R China,Jilin Univ,ADVANCED MATERIALS,32.086,7/27/2020,53,907,0.058434399,Sr,Ir,None,None,SIO,74.27854454,25.72145546,0,0,180,600,0,0,0,0,700,1.7,300,0,0,0,1,0.13,0,0,0,0.1,10,30,-0.200659451
10.1016/j.isci.2019.01.004,Peoples R China,Soochow Univ,ISCIENCE,6.107,2/13/2019,71,1437,0.04940849,Ru,Ni,None,None,Ru3Ni3 NAs,50,50,0,0,160,300,0,0,1,0,350,,120,0,0,0,0,0.101910828,0.50955414,0,0,1,5,10,0.954242509
10.1016/j.isci.2019.01.004,Peoples R China,Soochow Univ,ISCIENCE,6.107,2/13/2019,71,1437,0.04940849,Ru,Ni,None,None,Ru3Ni3 NAs,50,50,0,0,160,300,0,0,1,0,350,,120,0,0,0,0,0.101910828,0.50955414,0,0,0.1,5,10,0.740362689
10.1021/acscatal.0c03866,Wales,Cardiff Univ,ACS CATALYSIS,13.7,2/9/2021,22,710,0.030985915,Li,Ir,None,None,IrO x,94.11764706,5.882352941,0,0,100,180,1,0,0,0,25,0,0,0,0,0,0,0.1,0,0,0,0.1,10,2,1.183554534
10.1021/acscatal.0c03866,Wales,Cardiff Univ,ACS CATALYSIS,13.7,2/9/2021,22,710,0.030985915,Li,Ir,Ni,None,Ir 0.5 Ni 0.5 O x (IrNi-HD),94.11764706,2.941176471,0.029411765,0,100,180,1,0,0,0,25,0,0,0,0,0,0,0.1,0,0,0,0.1,10,2,2.001430812
