ASA [m^2/cm^3],NASA [m^2/cm^3],CellV [A^3],Df,Di,Dif,POAV [cm^3/g],POAVF,PONAV [cm^3/g],PONAVF,density [g/cm^3],total_SA_volumetric,total_SA_gravimetric,total_POV_volumetric,total_POV_gravimetric,CO2_uptake_16bar_mol_kg
658.429,0.0,3675.27,4.77382,5.2265,5.2265,0.167802,0.22788,0.0,0.0,1.35803,658.429,484.8412774,0.22788,0.167802,3.011395144
675.434,0.0,3185.29,3.77144,4.79446,4.77823,0.196327,0.3013,0.0,0.0,1.53468,675.434,440.1139,0.3013,0.196327,5.726381836
0.0,345.388,4477.99,3.05634,4.71353,4.55826,0.0,0.0,0.121481,0.14732,1.2127,345.388,284.8091037,0.14732,0.121481,4.119373154
2481.56,0.0,2898.12,5.74584,8.10283,7.78942,0.771266,0.66098,0.0,0.0,0.857006,2481.56,2895.615667,0.66098,0.771266,14.69993509
1844.5,0.0,14717.5,6.98056,7.99116,7.99116,0.675038,0.577,0.0,0.0,0.854766,1844.5,2157.900525,0.577,0.675038,12.65151635
0.0,405.448,928.879,2.80039,4.7082,4.7082,0.0,0.0,0.303948,0.33978,1.11789,405.448,362.6904257,0.33978,0.303948,6.237414742
1754.58,0.0,4542.55,5.04848,6.66002,6.62254,0.521145,0.50286,0.0,0.0,0.964914,1754.58,1818.379669,0.50286,0.521145,10.81209911
885.523,0.0,1629.34,4.98966,6.78942,6.77665,0.220367,0.30846,0.0,0.0,1.39975,885.523,632.6293981,0.30846,0.220367,4.900896472
0.0,151.301,13673.6,3.70815,4.14172,4.13635,0.0,0.0,0.036997,0.0673,1.81907,151.301,83.17491905,0.0673,0.036997,2.403310856
1669.07,0.0,3054.66,4.84778,6.6565,6.65444,0.279909,0.4883,0.0,0.0,1.74449,1669.07,956.7667341,0.4883,0.279909,5.202993821
1559.09,0.0,7926.39,5.00672,5.61373,5.60841,0.467047,0.48382,0.0,0.0,1.03591,1559.09,1505.043874,0.48382,0.467047,8.533054184
0.0,181.877,553.397,3.23786,4.25391,4.23073,0.0,0.0,0.0999187,0.17734,1.77484,181.877,102.4751527,0.17734,0.0999187,3.078956196
1110.56,0.0,7251.69,4.96364,6.78187,6.78187,0.160338,0.29494,0.0,0.0,1.83949,1110.56,603.7325563,0.29494,0.160338,3.796175722
0.0,526.325,1626.11,2.68275,5.08961,5.0839,0.0,0.0,0.149556,0.20174,1.34893,526.325,390.1796239,0.20174,0.149556,3.836565787
0.0,1.13331,699.696,2.62,3.78574,3.78054,0.0,0.0,0.0,0.0,1.92919,1.13331,0.587453802,0.0,0.0,2.128305256
1066.91,0.0,9250.34,6.13717,6.95842,6.94512,0.229741,0.32154,0.0,0.0,1.39957,1066.91,762.3127103,0.32154,0.229741,6.613866554
0.0,893.554,6952.88,3.03325,6.65565,6.58277,0.0,0.0,0.24551,0.37954,1.54592,893.554,578.0079176,0.37954,0.24551,5.989985101
728.548,0.0,1140.21,3.85843,5.24683,5.23776,0.223786,0.27334,0.0,0.0,1.22144,728.548,596.4664658,0.27334,0.223786,6.330339974
1211.57,0.0,4885.59,3.8135,5.18429,5.13547,0.350234,0.41046,0.0,0.0,1.17196,1211.57,1033.798082,0.41046,0.350234,7.79208912
0.0,842.147,4351.31,3.41902,5.55555,5.54549,0.0,0.0,0.184108,0.29252,1.58885,842.147,530.0355603,0.29252,0.184108,6.494095649
1178.12,0.0,1884.92,5.00967,5.99031,5.99031,0.221009,0.3816,0.0,0.0,1.72662,1178.12,682.3273216,0.3816,0.221009,5.875573406
0.0,832.562,5234.15,3.37729,5.63933,5.63933,0.0,0.0,0.228228,0.30658,1.34331,832.562,619.7839665,0.30658,0.228228,5.501441785
1187.3,0.0,2541.17,5.78928,6.78739,6.78739,0.290016,0.40408,0.0,0.0,1.3933,1187.3,852.149573,0.40408,0.290016,6.297881471
2218.64,0.0,10723.4,7.20147,9.69113,9.69113,1.06444,0.70296,0.0,0.0,0.660405,2218.64,3359.514237,0.70296,1.06444,21.23922012
1441.19,0.0,1456.04,3.75437,7.03622,6.89995,0.468622,0.45794,0.0,0.0,0.977205,1441.19,1474.808254,0.45794,0.468622,12.38989832
0.0,1043.56,4899.46,3.57969,6.28851,6.27024,0.0,0.0,0.335979,0.39264,1.16864,1043.56,892.9696057,0.39264,0.335979,7.670185906
711.433,0.0,3143.33,4.06199,4.93531,4.92703,0.213564,0.25874,0.0,0.0,1.21153,711.433,587.2186409,0.25874,0.213564,4.689869936
0.0,129.814,5507.3,3.05558,4.64077,4.2956,0.0,0.0,0.0388889,0.0579,1.48886,129.814,87.19019921,0.0579,0.0388889,2.43190501
1231.18,256.237,30520.5,9.842,15.09176,15.08919,0.877677,0.49292,0.16862,0.0947,0.561619,1487.417,2648.444942,0.58762,1.046297,16.77237379
0.0,2.79607,625.786,3.07694,3.75593,3.75593,0.0,0.0,0.0,0.0,1.78283,2.79607,1.56833237,0.0,0.0,2.317032035
0.0,10.1975,1745.71,3.18469,4.00153,4.00153,0.0,0.0,0.0142047,0.03054,2.15,10.1975,4.743023256,0.03054,0.0142047,1.346353863
458.001,0.0,3826.11,3.74227,4.92905,4.92865,0.167131,0.21092,0.0,0.0,1.262,458.001,362.9167987,0.21092,0.167131,4.549997714
0.0,764.064,1197.47,3.30602,4.82643,4.82551,0.0,0.0,0.351753,0.42708,1.21415,764.064,629.2995099,0.42708,0.351753,5.858725895
1477.95,0.0,37043.1,4.08035,8.60996,8.60996,0.458287,0.40886,0.0,0.0,0.892149,1477.95,1656.617897,0.40886,0.458287,11.12106401
1661.63,0.0,5791.21,6.10267,8.76574,8.29797,0.481946,0.5201,0.0,0.0,1.07917,1661.63,1539.729607,0.5201,0.481946,11.14974702
1266.41,0.0,2538.95,7.40132,8.01945,8.00563,0.346738,0.42878,0.0,0.0,1.23661,1266.41,1024.098139,0.42878,0.346738,6.863235049
0.0,460.194,29093.4,3.46864,6.09623,4.58597,0.0,0.0,0.18447,0.17936,0.972297,460.194,473.305996,0.17936,0.18447,6.665693973
434.163,0.0,3547.42,3.93383,4.68396,4.68242,0.0981555,0.16608,0.0,0.0,1.69201,434.163,256.5960012,0.16608,0.0981555,2.805584771
1321.12,0.0,2889.86,13.09101,13.27563,13.27563,0.376719,0.5773,0.0,0.0,1.53244,1321.12,862.1022683,0.5773,0.376719,6.572442437
0.0,429.861,2252.9,3.2469,4.82669,4.82669,0.0,0.0,0.131075,0.169,1.28934,429.861,333.3961562,0.169,0.131075,2.813235421
0.0,372.633,1384.71,3.54074,4.65727,4.65727,0.0,0.0,0.184652,0.21436,1.16089,372.633,320.9890687,0.21436,0.184652,3.819440454
0.0,141.755,1216.67,3.71246,4.30684,4.30684,0.0,0.0,0.10261,0.13384,1.30435,141.755,108.6786522,0.13384,0.10261,2.438840603
442.977,0.0,2225.31,4.20041,4.96656,4.96656,0.121202,0.1818,0.0,0.0,1.49997,442.977,295.3239065,0.1818,0.121202,2.569830715
0.0,272.487,3410.07,3.21758,5.35062,5.35062,0.0,0.0,0.0808582,0.09644,1.19271,272.487,228.4603969,0.09644,0.0808582,2.110028872
2389.13,0.0,2056.62,5.65806,6.99053,6.99052,0.66353,0.6877,0.0,0.0,1.03643,2389.13,2305.153267,0.6877,0.66353,7.634678683
1540.5,0.0,3505.16,4.30959,5.07245,5.07245,0.3897,0.42766,0.0,0.0,1.09741,1540.5,1403.759762,0.42766,0.3897,7.317511625
1028.32,0.0,3687.69,8.35297,9.54316,9.54316,0.328287,0.3845,0.0,0.0,1.17123,1028.32,877.9829752,0.3845,0.328287,7.272560497
742.894,0.0,2100.25,4.96809,5.35034,5.33586,0.178512,0.26166,0.0,0.0,1.46578,742.894,506.8250351,0.26166,0.178512,3.152512527
1808.6,0.0,11922.8,5.49968,7.40097,7.39892,0.593283,0.49992,0.0,0.0,0.842634,1808.6,2146.364851,0.49992,0.593283,12.7083954
318.396,160.24,6910.74,4.56726,5.90739,5.89705,0.0899176,0.11532,0.0695357,0.08918,1.28251,478.636,373.2025481,0.2045,0.1594533,3.909266353
1564.68,0.0,2587.91,4.53541,6.46265,6.46076,0.433779,0.4461,0.0,0.0,1.0284,1564.68,1521.470245,0.4461,0.433779,9.06723168
0.0,681.482,3484.91,2.98336,6.94351,6.93711,0.0,0.0,0.177059,0.2652,1.4978,681.482,454.98865,0.2652,0.177059,4.143034885
0.0,503.354,7462.06,3.67896,5.7048,5.62232,0.0,0.0,0.210661,0.24322,1.15456,503.354,435.970413,0.24322,0.210661,4.672133871
0.0,294.439,3733.82,3.71651,4.52799,4.48929,0.0,0.0,0.153075,0.17952,1.17276,294.439,251.065009,0.17952,0.153075,6.288915715
877.02,0.0,5115.08,4.48945,5.4044,5.38726,0.197863,0.26456,0.0,0.0,1.33709,877.02,655.916954,0.26456,0.197863,5.322635846
0.0,330.686,1804.07,3.27838,4.87392,4.86712,0.0,0.0,0.0994493,0.21166,2.12832,330.686,155.3741919,0.21166,0.0994493,3.952477154
1463.05,0.0,8360.61,9.40181,10.39839,10.39839,0.440778,0.46024,0.0,0.0,1.04415,1463.05,1401.187569,0.46024,0.440778,9.023846019
1114.62,0.0,1315.28,4.04567,4.97649,4.52041,0.236235,0.39766,0.0,0.0,1.68332,1114.62,662.1557398,0.39766,0.236235,6.251640986
2190.25,0.0,10379.4,4.56253,10.55409,10.55409,0.804481,0.61232,0.0,0.0,0.761137,2190.25,2877.602849,0.61232,0.804481,16.94796923
1892.93,0.0,9609.04,5.16023,7.49377,7.49377,0.764066,0.55106,0.0,0.0,0.72122,1892.93,2624.622168,0.55106,0.764066,15.55575435
1730.52,0.0,16425.7,7.89064,8.70869,8.69934,0.637407,0.5062,0.0,0.0,0.794155,1730.52,2179.070836,0.5062,0.637407,13.15085028
2166.55,0.0,5380.99,8.46338,9.84183,9.78525,0.830174,0.74358,0.0,0.0,0.895692,2166.55,2418.856035,0.74358,0.830174,14.92361577
0.0,16.9341,1814.24,3.15918,4.05747,4.05747,0.0,0.0,0.0174628,0.04866,2.78649,16.9341,6.077215422,0.04866,0.0174628,0.89934336
0.0,1158.32,7998.01,3.67142,6.60468,6.60468,0.0,0.0,0.394754,0.37602,0.952542,1158.32,1216.030369,0.37602,0.394754,8.133083536
1592.95,0.0,3833.87,9.07282,10.68647,10.64358,0.74911,0.58302,0.0,0.0,0.778283,1592.95,2046.749062,0.58302,0.74911,15.87944903
926.354,0.0,1512.36,4.23676,5.6172,5.6163,0.143769,0.27772,0.0,0.0,1.93171,926.354,479.5512784,0.27772,0.143769,4.055185795
2145.19,0.0,16327.1,8.70819,10.15021,10.15021,0.941292,0.61774,0.0,0.0,0.656268,2145.19,3268.771295,0.61774,0.941292,18.25338892
0.0,389.263,3176.52,3.15378,7.16071,7.16071,0.0,0.0,0.106407,0.1623,1.52527,389.263,255.2092416,0.1623,0.106407,4.729441474
0.0,28.0312,4563.34,3.00931,3.96205,3.91963,0.0,0.0,0.00733634,0.02078,2.83247,28.0312,9.896380191,0.02078,0.00733634,3.047136516
0.0,169.165,7062.68,3.61303,4.66285,4.65217,0.0,0.0,0.0546283,0.10604,1.94112,169.165,87.14814128,0.10604,0.0546283,1.379649343
0.0,3.29991,2969.97,2.88368,3.82744,3.79812,0.0,0.0,0.0,0.0,1.90195,3.29991,1.735014065,0.0,0.0,3.512880305
687.688,0.0,3158.52,5.4959,5.83216,5.8074,0.0949383,0.22952,0.0,0.0,2.41757,687.688,284.4542247,0.22952,0.0949383,3.165549464
2180.15,0.0,3114.43,8.29526,9.08968,9.08968,0.929838,0.67016,0.0,0.0,0.720728,2180.15,3024.927573,0.67016,0.929838,17.45290464
830.077,0.0,8352.74,3.80896,7.01042,7.01042,0.207871,0.27784,0.0,0.0,1.3366,830.077,621.0362113,0.27784,0.207871,4.168246727
1484.03,0.0,1332.73,10.74209,11.51419,11.51419,0.514329,0.58788,0.0,0.0,1.143,1484.03,1298.363955,0.58788,0.514329,11.39507002
0.0,222.588,4584.29,3.33924,5.06109,5.05032,0.0,0.0,0.105906,0.12272,1.15876,222.588,192.0915461,0.12272,0.105906,4.9437468
0.0,1005.56,18856.7,3.6325,7.22635,7.22635,0.0,0.0,0.258193,0.28992,1.12288,1005.56,895.5186663,0.28992,0.258193,10.08696904
0.0,413.005,5790.48,2.96304,5.58283,4.98558,0.0,0.0,0.143784,0.17114,1.19026,413.005,346.9872129,0.17114,0.143784,4.405747511
0.0,161.824,3074.55,2.84619,5.16363,5.16363,0.0,0.0,0.0573567,0.08382,1.46138,161.824,110.7336901,0.08382,0.0573567,4.757790878
1510.0,0.0,4187.64,7.37416,8.79938,8.78205,0.178205,0.51056,0.0,0.0,2.86501,1510.0,527.0487712,0.51056,0.178205,1.763587688
1460.57,0.0,2955.52,7.28781,7.41619,7.41619,0.364803,0.4836,0.0,0.0,1.32565,1460.57,1101.776487,0.4836,0.364803,8.560846051
2206.89,0.0,9936.34,7.2387,10.9331,10.84031,0.705241,0.72332,0.0,0.0,1.02563,2206.89,2151.740881,0.72332,0.705241,6.344132587
664.175,0.0,1966.43,5.20998,6.82532,6.82532,0.166745,0.21134,0.0,0.0,1.26745,664.175,524.0246164,0.21134,0.166745,3.169538816
1439.42,0.0,474.544,4.38458,5.19153,5.1913,0.337564,0.48578,0.0,0.0,1.43907,1439.42,1000.243213,0.48578,0.337564,6.890216826
2674.92,0.0,23710.6,5.36113,10.95537,10.95537,1.35799,0.72396,0.0,0.0,0.533113,2674.92,5017.547874,0.72396,1.35799,24.57507988
0.0,393.182,5583.94,3.47646,4.53154,4.53046,0.0,0.0,0.12066,0.2461,2.03962,393.182,192.7721831,0.2461,0.12066,3.510179366
0.0,1010.21,2429.29,3.06642,6.79694,6.79694,0.0,0.0,0.274512,0.4119,1.50048,1010.21,673.2578908,0.4119,0.274512,7.435002733
0.0,464.542,5935.08,2.64369,5.30487,5.2651,0.0,0.0,0.152045,0.21036,1.38354,464.542,335.7633317,0.21036,0.152045,5.463844955
865.841,0.0,5296.35,6.37447,7.11031,7.11031,0.216563,0.2735,0.0,0.0,1.26291,865.841,685.5920058,0.2735,0.216563,4.702187914
1729.19,0.0,16691.3,6.96534,8.92635,8.92635,0.64748,0.51772,0.0,0.0,0.799593,1729.19,2162.587717,0.51772,0.64748,13.90656545
1470.97,0.0,4227.92,10.95857,11.78987,11.78969,0.551221,0.59228,0.0,0.0,1.07449,1470.97,1368.993662,0.59228,0.551221,12.46179503
1429.03,0.0,2626.1,3.7841,6.03659,6.03659,0.415125,0.4853,0.0,0.0,1.16905,1429.03,1222.385698,0.4853,0.415125,9.929610366
1113.77,0.0,1307.6,5.07173,5.44312,5.44201,0.353831,0.37784,0.0,0.0,1.06786,1113.77,1042.992527,0.37784,0.353831,10.27361135
1955.12,0.0,7785.92,4.22407,8.85655,8.85397,0.556416,0.60202,0.0,0.0,1.08196,1955.12,1807.016895,0.60202,0.556416,13.10449766
1472.11,0.0,2332.49,4.39499,5.39399,5.39399,0.408081,0.40908,0.0,0.0,1.00245,1472.11,1468.512145,0.40908,0.408081,8.318343467
2038.9,0.0,10017.1,6.77118,11.03662,11.03522,0.675801,0.65712,0.0,0.0,0.972357,2038.9,2096.863601,0.65712,0.675801,15.31069976
774.327,0.0,961.689,3.73339,4.97213,4.97213,0.186729,0.29094,0.0,0.0,1.55809,774.327,496.9719336,0.29094,0.186729,4.957336111
0.0,110.171,1970.96,2.77875,4.20139,4.20113,0.0,0.0,0.0764848,0.14276,1.86651,110.171,59.02513247,0.14276,0.0764848,3.870268881
0.0,315.346,1112.81,3.1058,4.81568,4.79324,0.0,0.0,0.124456,0.16676,1.33991,315.346,235.3486428,0.16676,0.124456,2.323408678
1662.3,0.336848,1891.2,4.02741,6.41256,6.16651,0.501063,0.52472,0.0,0.0,1.04721,1662.636848,1587.682364,0.52472,0.501063,11.22956009
0.0,5.85494,8621.38,3.2084,3.90059,3.90059,0.0,0.0,0.00264854,0.0034,1.28373,5.85494,4.560881182,0.0034,0.00264854,1.366936426
1411.51,43.5013,5787.64,4.59087,5.82556,5.81673,0.419661,0.41578,0.0238203,0.0236,0.990751,1455.0113,1468.594329,0.43938,0.4434813,11.03327564
0.0,818.332,2874.96,3.42226,5.43064,5.43064,0.0,0.0,0.233373,0.3439,1.47361,818.332,555.3246788,0.3439,0.233373,7.503767939
872.389,15.6469,8081.67,4.97206,6.85219,6.75958,0.201154,0.28502,0.0131694,0.01866,1.41693,888.0359,626.7323721,0.30368,0.2143234,5.71580453
0.0,272.355,669.072,2.59583,4.69826,4.69808,0.0,0.0,0.0868877,0.17656,2.03205,272.355,134.0296745,0.17656,0.0868877,2.587660901
1863.2,0.0,19303.7,10.48172,15.53234,15.53234,1.62107,0.74534,0.0,0.0,0.459782,1863.2,4052.355247,0.74534,1.62107,24.00470302
660.21,0.0,2050.52,4.10664,5.114,5.114,0.198458,0.23364,0.0,0.0,1.17728,660.21,560.7926746,0.23364,0.198458,5.614222701
869.947,0.0,4704.47,4.04656,4.94653,4.93794,0.233533,0.32716,0.0,0.0,1.40091,869.947,620.9870727,0.32716,0.233533,6.430097192
1318.6,0.0,2838.44,3.92462,4.53725,4.47478,0.383822,0.40754,0.0,0.0,1.06179,1318.6,1241.865152,0.40754,0.383822,8.973660697
1372.64,0.0,1387.18,4.73515,6.86808,6.86808,0.344934,0.4342,0.0,0.0,1.25879,1372.64,1090.443998,0.4342,0.344934,7.949575159
1419.88,594.916,11578.5,5.50716,11.53586,8.36402,0.400446,0.40698,0.204149,0.20748,1.01632,2014.796,1982.442538,0.61446,0.604595,14.41535167
0.0,53.053,2424.27,3.10596,4.06811,4.05147,0.0,0.0,0.0462191,0.06418,1.3886,53.053,38.20610687,0.06418,0.0462191,2.332454076
1844.56,0.0,7201.69,7.05859,8.05298,8.05298,0.711584,0.55576,0.0,0.0,0.781018,1844.56,2361.738142,0.55576,0.711584,13.73495646
913.235,0.0,1557.16,6.47995,7.26238,7.26238,0.24628,0.31386,0.0,0.0,1.2744,913.235,716.5999686,0.31386,0.24628,4.224108348
1152.49,0.0,2812.23,4.85158,6.32023,6.32023,0.271629,0.38984,0.0,0.0,1.4352,1152.49,803.0170011,0.38984,0.271629,6.568817949
0.0,210.536,666.433,2.94138,4.46708,4.46708,0.0,0.0,0.0648289,0.17196,2.65252,210.536,79.37206883,0.17196,0.0648289,1.870877029
739.461,0.0,882.686,3.9606,4.38835,4.38835,0.236152,0.28626,0.0,0.0,1.21218,739.461,610.0257388,0.28626,0.236152,6.228397991
1620.88,0.0,15457.6,6.46344,12.37009,12.37009,0.244118,0.54102,0.0,0.0,2.21622,1620.88,731.3714342,0.54102,0.244118,2.93219529
0.0,40.2168,1041.64,3.20816,3.98794,3.86657,0.0,0.0,0.0485213,0.08478,1.74728,40.2168,23.01680326,0.08478,0.0485213,3.46140657
0.0,570.533,1907.45,3.20989,4.96663,4.95574,0.0,0.0,0.161412,0.3101,1.92117,570.533,296.9716371,0.3101,0.161412,3.837012821
1569.61,0.0,17068.6,7.41537,8.18288,8.15939,0.368326,0.45358,0.0,0.0,1.23146,1569.61,1274.59276,0.45358,0.368326,8.114932876
1128.56,0.0,3136.87,5.84385,6.41454,6.41454,0.341741,0.36264,0.0,0.0,1.06115,1128.56,1063.525421,0.36264,0.341741,6.32159971
0.0,477.746,884.737,2.40576,6.18404,5.14695,0.0,0.0,0.12074,0.22642,1.87526,477.746,254.7625396,0.22642,0.12074,4.480981303
1079.19,0.0,1674.79,4.05764,4.96518,4.96518,0.13096,0.36314,0.0,0.0,2.7729,1079.19,389.1918208,0.36314,0.13096,2.646340557
501.604,68.3851,4290.13,3.91944,5.59426,5.59426,0.182503,0.19512,0.0434369,0.04644,1.06914,569.9891,533.1285893,0.24156,0.2259399,4.966103653
2254.86,0.0,11507.3,6.57962,9.14865,8.64921,0.474876,0.61844,0.0,0.0,1.30232,2254.86,1731.417778,0.61844,0.474876,9.770085769
2264.42,3.7281,8849.44,9.32321,11.60468,11.60468,1.31163,0.71902,0.00777106,0.00426,0.548188,2268.1481,4137.53694,0.72328,1.31940106,24.48723427
2709.13,0.0,23288.1,5.30741,9.29709,9.29709,1.17803,0.68628,0.0,0.0,0.582563,2709.13,4650.363995,0.68628,1.17803,20.98504308
1668.53,0.0,8966.74,4.63845,8.04365,8.04358,0.437674,0.47186,0.0,0.0,1.07811,1668.53,1547.643561,0.47186,0.437674,9.951087913
1547.78,0.0,1851.94,4.7264,5.41735,5.40719,0.38223,0.48654,0.0,0.0,1.2729,1547.78,1215.947836,0.48654,0.38223,8.419487705
622.115,284.016,3260.89,3.79672,5.10915,5.10915,0.182553,0.22212,0.108799,0.13238,1.21674,906.131,744.7203182,0.3545,0.291352,6.381658503
692.087,0.0,1333.96,4.59869,5.36745,5.35848,0.18698,0.26264,0.0,0.0,1.40464,692.087,492.7148593,0.26264,0.18698,3.60022265
626.231,0.0,6890.3,4.01613,4.72865,4.71178,0.172846,0.23254,0.0,0.0,1.34536,626.231,465.4746685,0.23254,0.172846,4.671275833
1452.57,0.0,2957.24,7.28396,7.42387,7.42387,0.365151,0.48378,0.0,0.0,1.32488,1452.57,1096.37854,0.48378,0.365151,8.442118424
1656.16,3.65564,5710.19,5.36674,8.47974,8.47974,0.485508,0.47778,0.00955204,0.0094,0.984083,1659.81564,1686.662243,0.48718,0.49506004,10.79373686
471.635,0.0,1202.52,3.96927,4.76853,4.66022,0.210466,0.27096,0.0,0.0,1.28743,471.635,366.338364,0.27096,0.210466,4.426852222
2238.54,0.0,16139.1,7.5272,10.12518,10.08895,0.843891,0.6545,0.0,0.0,0.775574,2238.54,2886.300985,0.6545,0.843891,18.12236793
619.008,0.0,7068.18,3.95274,5.2439,4.46811,0.0687877,0.21586,0.0,0.0,3.13806,619.008,197.2581786,0.21586,0.0687877,2.029545526
0.0,364.985,2021.78,3.53731,4.4734,4.46972,0.0,0.0,0.129989,0.19648,1.51151,364.985,241.4704501,0.19648,0.129989,4.556823792
2117.01,0.353449,2437.07,4.40385,5.61357,5.61357,0.56271,0.59988,0.0,0.0,1.06606,2117.363449,1986.157861,0.59988,0.56271,8.261610059
0.0,694.132,2858.91,3.52882,4.9495,4.93295,0.0,0.0,0.183116,0.3147,1.71859,694.132,403.8962172,0.3147,0.183116,6.303781359
0.0,117.181,964.659,3.35122,3.95461,3.95461,0.0,0.0,0.0785129,0.1664,2.1194,117.181,55.28970463,0.1664,0.0785129,1.754336807
1996.83,0.0,5418.27,6.03401,7.32998,7.3267,0.687002,0.56474,0.0,0.0,0.822036,1996.83,2429.127192,0.56474,0.687002,15.82618498
2310.33,0.0,7605.9,7.19467,8.0995,8.07953,0.75177,0.64072,0.0,0.0,0.852282,2310.33,2710.757707,0.64072,0.75177,13.52654652
1770.85,0.0,1812.71,4.72277,6.44925,6.43616,0.497815,0.52652,0.0,0.0,1.05766,1770.85,1674.309324,0.52652,0.497815,11.55107989
1969.83,0.0,2753.51,4.31969,6.19267,6.19,0.47541,0.52822,0.0,0.0,1.11108,1969.83,1772.896641,0.52822,0.47541,10.41232496
2075.52,0.0,2985.76,4.76477,5.98461,5.96493,0.308032,0.57578,0.0,0.0,1.86922,2075.52,1110.366891,0.57578,0.308032,7.865697587
0.0,245.859,1145.5,2.85609,4.60058,4.60058,0.0,0.0,0.137519,0.15426,1.12174,245.859,219.176458,0.15426,0.137519,3.210819563
0.0,60.8734,2528.43,3.31679,4.28122,4.27688,0.0,0.0,0.0571671,0.0773,1.35218,60.8734,45.01871053,0.0773,0.0571671,4.371706626
0.0,134.405,1475.74,2.97326,4.62241,4.62241,0.0,0.0,0.0609366,0.11682,1.91707,134.405,70.10959433,0.11682,0.0609366,2.146462914
2381.77,0.0,2428.23,4.8832,5.87388,5.87388,0.602059,0.66062,0.0,0.0,1.09727,2381.77,2170.63257,0.66062,0.602059,8.548150427
282.038,281.7,2328.15,3.72441,4.5925,4.55253,0.084482,0.12294,0.0890861,0.12964,1.45522,563.738,387.3902228,0.25258,0.1735681,5.762555445
0.0,153.405,827.142,2.72277,4.14099,4.14099,0.0,0.0,0.0991835,0.15534,1.56619,153.405,97.94788627,0.15534,0.0991835,6.40208796
0.0,565.374,953.036,3.13825,5.07804,4.96712,0.0,0.0,0.166457,0.29936,1.79842,565.374,314.372616,0.29936,0.166457,3.387302596
1453.7,0.0,4153.06,4.99676,6.24531,6.24531,0.21061,0.42506,0.0,0.0,2.01823,1453.7,720.2846058,0.42506,0.21061,6.298005906
1533.17,0.0,10848.3,4.36461,6.06205,6.04226,0.37212,0.45746,0.0,0.0,1.22934,1533.17,1247.148877,0.45746,0.37212,8.086124902
980.794,0.0,6008.68,5.70271,8.06325,8.06325,0.291748,0.3091,0.0,0.0,1.05948,980.794,925.7314909,0.3091,0.291748,5.802806722
128.915,0.0,3765.21,3.83614,4.41857,4.34351,0.0548056,0.07752,0.0,0.0,1.41445,128.915,91.14143307,0.07752,0.0548056,1.309634649
1356.58,0.0,17113.0,6.50203,8.0106,7.98579,0.377557,0.40854,0.0,0.0,1.08206,1356.58,1253.701273,0.40854,0.377557,8.27682478
1497.49,205.934,30526.7,4.92572,9.88966,9.88966,0.317729,0.41164,0.0479172,0.06208,1.29557,1703.424,1314.80661,0.47372,0.3656462,7.958897753
513.841,41.7746,2033.6,3.91416,5.30344,5.17667,0.203303,0.24146,0.0379225,0.04504,1.18769,555.6156,467.8119711,0.2865,0.2412255,5.830444291
1793.4,0.0,5512.95,9.1911,9.95246,9.95246,0.633061,0.5759,0.0,0.0,0.909707,1793.4,1971.40398,0.5759,0.633061,13.29577116
1020.25,0.0,225978.0,0.0,0.0,0.0,5.54411,0.90988,0.0,0.0,0.164116,1020.25,6216.63945,0.90988,5.54411,20.58866179
1903.33,0.0,5972.75,5.8597,6.79191,6.78782,0.547694,0.51932,0.0,0.0,0.948194,1903.33,2007.321287,0.51932,0.547694,10.46127486
680.631,1.74293,1118.43,4.04304,5.72411,5.72411,0.213068,0.24436,0.0,0.0,1.14687,682.37393,594.988037,0.24436,0.213068,6.055123493
1262.56,0.0,6772.25,5.48487,6.45449,6.42215,0.496828,0.42764,0.0,0.0,0.86074,1262.56,1466.830866,0.42764,0.496828,12.54745998
1344.16,0.0,1417.95,7.0927,7.39622,7.39622,0.482725,0.46596,0.0,0.0,0.96527,1344.16,1392.522299,0.46596,0.482725,10.98791574
1375.91,0.0,17578.0,14.25357,15.49369,15.47411,1.72845,0.79288,0.0,0.0,0.458724,1375.91,2999.42885,0.79288,1.72845,17.42527545
767.577,0.0,1385.71,3.78414,4.79715,4.66858,0.210035,0.38814,0.0,0.0,1.84797,767.577,415.3622624,0.38814,0.210035,5.445418364
969.748,0.0,833.647,4.10445,5.76724,5.76724,0.267178,0.33756,0.0,0.0,1.26343,969.748,767.5518232,0.33756,0.267178,5.617326983
0.0,545.894,2221.63,2.67474,5.09432,5.09432,0.0,0.0,0.336482,0.34528,1.02615,545.894,531.9826536,0.34528,0.336482,3.555544132
860.84,0.0,4946.46,3.87482,5.2589,5.25696,0.243538,0.26822,0.0,0.0,1.10135,860.84,781.6225541,0.26822,0.243538,5.734995949
2144.36,0.0,5373.54,8.65457,9.94292,9.91903,0.825298,0.74568,0.0,0.0,0.903529,2144.36,2373.316186,0.74568,0.825298,15.21396823
1977.04,0.0,1359.05,5.28288,6.97799,6.97799,0.569902,0.57044,0.0,0.0,1.00094,1977.04,1975.183328,0.57044,0.569902,11.06348639
0.0,770.444,2306.26,3.71955,4.98437,4.67631,0.0,0.0,0.186336,0.35298,1.89432,770.444,406.712699,0.35298,0.186336,3.924203345
235.574,0.0,2695.58,3.80283,4.42154,4.41884,0.0758865,0.11466,0.0,0.0,1.51094,235.574,155.9122136,0.11466,0.0758865,2.929323739
